ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
11484240,JB485715,10/22/2018 16:37,025XX E 79TH ST,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,FALSE,421,4,7,43,6,1194335,1853075,2018,10/29/2018 16:21,41.75176741,-87.56341761,"(41.751767411, -87.563417608)",43,"21,202",42,478,37,25,19,234
11484162,JB485710,10/22/2018 16:05,088XX S COMMERCIAL AVE,820,THEFT,$500 AND UNDER,RESTAURANT,TRUE,FALSE,424,4,10,46,6,1197679,1846875,2018,10/29/2018 16:21,41.73467138,-87.55137013,"(41.734671376, -87.551370126)",47,"21,202",42,509,47,25,19,239
11484273,JB485801,10/22/2018 16:00,001XX E WACKER DR,810,THEFT,OVER $500,RESTAURANT,FALSE,FALSE,114,1,42,32,6,1177401,1902681,2018,10/29/2018 16:21,41.88828953,-87.6239715,"(41.888289527, -87.623971495)",22,"14,309",38,580,36,42,22,87
11494914,JB499066,10/22/2018 15:30,025XX N Clybourn Ave,890,THEFT,FROM BUILDING,GROCERY FOOD STORE,FALSE,FALSE,1931,19,32,7,6,1163883,1917044,2018,11/4/2018 16:06,41.92799852,-87.67320816,"(41.927998524, -87.673208159)",16,"21,190",68,743,40,16,5,172
11499885,JB506078,10/22/2018 15:00,017XX W DIVISION ST,860,THEFT,RETAIL THEFT,RESTAURANT,TRUE,FALSE,1213,12,1,24,6,1164808,1908052,2018,11/9/2018 16:06,41.9033043,-87.67006468,"(41.903304304, -87.670064675)",24,"21,560",25,481,41,4,7,200
11484185,JB485530,10/22/2018 13:42,004XX W DIVISION ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1821,18,27,8,6,1173175,1908290,2018,10/29/2018 16:21,41.90377576,-87.63932407,"(41.903775756, -87.639324074)",41,"14,926",37,148,46,54,14,51
11484882,JB485394,10/22/2018 12:45,0000X E CHICAGO AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,1833,18,42,8,6,1176739,1905742,2018,10/29/2018 16:21,41.89670406,-87.62630993,"(41.896704058, -87.626309934)",22,"21,182",37,104,36,6,14,71
11483974,JB485383,10/22/2018 11:23,012XX S ASHLAND AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1233,12,28,28,6,1165916,1894587,2018,10/29/2018 16:21,41.86633173,-87.66637917,"(41.866331725, -87.666379171)",48,"14,920",29,96,23,43,15,150
11483857,JB485194,10/22/2018 10:10,004XX W DIVISION ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,1821,18,27,8,6,1173175,1908290,2018,10/29/2018 16:21,41.90377576,-87.63932407,"(41.903775756, -87.639324074)",41,"14,926",37,148,46,54,14,51
11485022,JB486711,10/22/2018 7:30,008XX N MICHIGAN AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1833,18,2,8,6,1177330,1906499,2018,10/29/2018 16:21,41.89876792,-87.62411633,"(41.898767916, -87.624116333)",22,"21,182",37,104,36,6,14,71
11483536,JB484923,10/22/2018 3:40,001XX S HALSTED ST,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,1232,12,27,28,6,1171070,1899648,2018,10/29/2018 16:21,41.88010804,-87.64730998,"(41.880108035, -87.647309981)",41,"4,452",29,786,46,45,15,95
11483524,JB484902,10/22/2018 2:20,004XX W DIVERSEY PKWY,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,1934,19,44,6,6,1172677,1918893,2018,10/29/2018 16:21,41.93288193,-87.64083884,"(41.932881925, -87.640838836)",38,"21,190",57,101,25,22,5,30
11483538,JB484885,10/22/2018 0:25,023XX N MILWAUKEE AVE,810,THEFT,OVER $500,BAR OR TAVERN,TRUE,FALSE,1414,14,1,22,6,1156766,1915591,2018,10/29/2018 16:21,41.92415876,-87.6994,"(41.924158759, -87.699399996)",15,"22,535",23,322,41,1,7,182
11483312,JB484723,10/21/2018 19:45,013XX N MILWAUKEE AVE,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1433,14,1,24,6,1164328,1909304,2018,10/28/2018 16:09,41.90675005,-87.67179235,"(41.906750051, -87.671792346)",24,"21,560",25,481,41,4,7,200
11483293,JB484622,10/21/2018 18:53,040XX W LAWRENCE AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,FALSE,1712,17,39,14,6,1148714,1931595,2018,10/28/2018 16:09,41.96823457,-87.72857162,"(41.968234567, -87.728571616)",28,"21,869",14,257,38,48,1,11
11483161,JB484547,10/21/2018 18:03,053XX S PULASKI RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,815,8,23,62,6,1150608,1868922,2018,10/28/2018 16:09,41.79621616,-87.72324567,"(41.796216157, -87.723245665)",35,"22,248",60,792,6,56,13,129
11483381,JB484576,10/21/2018 17:57,014XX W MORSE AVE,890,THEFT,FROM BUILDING,GROCERY FOOD STORE,FALSE,FALSE,2431,24,49,1,6,1165396,1946171,2018,10/28/2018 16:09,42.00789202,-87.66681583,"(42.007892017, -87.666815826)",3,"21,853",10,358,5,9,11,39
11483208,JB484600,10/21/2018 16:50,0000X S HALSTED ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,1232,12,27,28,6,1171058,1900047,2018,10/28/2018 16:09,41.88120318,-87.64734233,"(41.881203182, -87.647342333)",41,"4,452",29,786,46,44,15,95
11483212,JB484614,10/21/2018 16:45,005XX E PERSHING RD,890,THEFT,FROM BUILDING,CONVENIENCE STORE,FALSE,FALSE,214,2,3,38,6,1180448,1879234,2018,10/28/2018 16:09,41.82387989,-87.61350386,"(41.823879885, -87.613503857)",1,"4,301",1,561,10,36,24,101
11483107,JB484408,10/21/2018 16:01,076XX S COTTAGE GROVE AVE,860,THEFT,RETAIL THEFT,RESTAURANT,FALSE,FALSE,624,6,8,69,6,1182888,1854485,2018,10/28/2018 16:09,41.75591003,-87.60532129,"(41.755910033, -87.605321288)",31,"21,546",67,497,35,61,20,227
11484169,JB485759,10/21/2018 16:00,001XX W 87TH ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,622,6,21,44,6,1176740,1847273,2018,10/28/2018 16:09,41.73625998,-87.62806878,"(41.736259984, -87.628068782)",18,"21,554",40,1,13,59,20,236
11483103,JB484364,10/21/2018 15:30,0000X E OHIO ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1834,18,42,8,6,1176468,1904201,2018,10/28/2018 16:09,41.8924816,-87.62735183,"(41.8924816, -87.627351831)",22,"21,182",37,626,36,6,14,74
11483093,JB484361,10/21/2018 15:10,0000X N WABASH AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,112,1,42,32,6,1176805,1900585,2018,10/28/2018 16:09,41.88255149,-87.62622361,"(41.88255149, -87.626223614)",22,"14,310",38,580,36,41,22,93
11483094,JB484342,10/21/2018 15:08,003XX S DEARBORN ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,113,1,4,32,6,1175987,1898766,2018,10/28/2018 16:09,41.8775785,-87.62928209,"(41.877578503, -87.629282088)",48,"14,912",38,92,10,29,22,126
11483639,JB485012,10/21/2018 15:08,0000X W ILLINOIS ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1831,18,42,8,6,1176098,1903604,2018,10/28/2018 16:09,41.89085175,-87.62872868,"(41.890851747, -87.628728678)",22,"4,446",37,669,36,55,14,73
11483036,JB484300,10/21/2018 14:00,001XX W ONTARIO ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1832,18,42,8,6,1175327,1904462,2018,10/28/2018 16:09,41.89322348,-87.63153437,"(41.893223483, -87.63153437)",22,"4,446",37,670,36,55,14,72
11485587,JB486663,10/21/2018 13:00,020XX W North Ave,810,THEFT,OVER $500,RESTAURANT,FALSE,FALSE,1424,14,1,24,6,,,2018,10/28/2018 16:09,,,,,,,,,,,
11483024,JB484168,10/21/2018 12:20,038XX S DR MARTIN LUTHER KING JR DR,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,212,2,4,35,6,1179489,1879516,2018,10/28/2018 16:09,41.82467571,-87.61701343,"(41.824675709, -87.617013434)",1,"4,301",1,222,10,36,24,101
11483593,JB484149,10/21/2018 11:49,002XX N COLUMBUS DR,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,FALSE,FALSE,114,1,42,32,6,1178300,1901983,2018,10/28/2018 16:09,41.88635374,-87.62069138,"(41.88635374, -87.620691382)",22,"14,309",38,580,36,42,22,87
11482902,JB484034,10/21/2018 8:45,032XX N KIMBALL AVE,810,THEFT,OVER $500,RESTAURANT,FALSE,FALSE,1732,17,35,21,6,1153155,1921240,2018,10/28/2018 16:09,41.93973255,-87.71251804,"(41.939732552, -87.712518044)",15,"21,538",22,138,12,39,1,23
11483013,JB483943,10/21/2018 7:26,010XX W ARGYLE ST,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,2024,20,48,3,5,1168214,1933582,2018,10/28/2018 16:09,41.97328687,-87.65681373,"(41.973286865, -87.656813725)",40,"22,616",31,634,16,15,2,14
11483938,JB485369,10/21/2018 6:25,061XX S ARCHER AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,811,8,23,56,6,1137711,1868195,2018,10/28/2018 16:09,41.79446258,-87.77055822,"(41.794462581, -87.770558224)",35,"22,268",53,587,6,7,13,131
11485581,JB486630,10/21/2018 4:14,071XX S STONY ISLAND AVE,820,THEFT,$500 AND UNDER,CONVENIENCE STORE,FALSE,FALSE,324,3,7,43,6,,,2018,1/30/2019 16:08,,,,,,,,,,,
11482917,JB484126,10/21/2018 1:40,0000X W HUBBARD ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,6,1176050,1903312,2018,10/28/2018 16:09,41.89005157,-87.62891376,"(41.890051565, -87.62891376)",22,"4,446",37,669,36,55,14,73
11483115,JB484161,10/21/2018 1:30,067XX W ARCHER AVE,810,THEFT,OVER $500,RESTAURANT,FALSE,FALSE,811,8,23,56,6,1132164,1867324,2018,10/28/2018 16:09,41.79217024,-87.79091955,"(41.792170244, -87.790919545)",35,"22,268",53,588,6,7,13,131
11495469,JB500400,10/21/2018 1:30,002XX W ONTARIO ST,810,THEFT,OVER $500,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,6,1174494,1904440,2018,11/7/2018 16:13,41.89318177,-87.6345943,"(41.89318177, -87.6345943)",22,"4,446",37,652,36,55,14,73
11483097,JB484380,10/21/2018 1:15,015XX N WELLS ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1821,18,27,8,6,1174425,1910481,2018,10/28/2018 16:09,41.90976013,-87.63466702,"(41.909760125, -87.63466702)",41,"14,926",37,290,46,54,14,198
11482722,JB483756,10/21/2018 0:15,036XX N PULASKI RD,820,THEFT,$500 AND UNDER,BAR OR TAVERN,FALSE,FALSE,1732,17,45,16,6,1149086,1923713,2018,10/28/2018 16:09,41.94659856,-87.72740871,"(41.946598555, -87.727408706)",27,"22,618",16,295,50,21,1,20
11482990,JB484239,10/20/2018 23:00,006XX N FRANKLIN ST,820,THEFT,$500 AND UNDER,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,6,1174211,1904618,2018,10/27/2018 16:07,41.89367653,-87.63562833,"(41.893676531, -87.635628328)",22,"4,446",37,652,36,55,14,73
11483838,JB485128,10/20/2018 23:00,022XX N LINCOLN AVE,810,THEFT,OVER $500,BAR OR TAVERN,FALSE,FALSE,1812,18,43,7,6,1171478,1915284,2018,10/27/2018 16:07,41.92300516,-87.64535143,"(41.923005158, -87.645351431)",51,"21,190",68,798,34,16,14,149
11482852,JB483877,10/20/2018 23:00,0000X W HUBBARD ST,810,THEFT,OVER $500,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,6,1176050,1903312,2018,10/27/2018 16:07,41.89005157,-87.62891376,"(41.890051565, -87.62891376)",22,"4,446",37,669,36,55,14,73
11482689,JB483654,10/20/2018 22:07,046XX W NORTH AVE,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,TRUE,FALSE,2533,25,37,25,6,1145011,1910225,2018,10/27/2018 16:07,41.90966425,-87.74272882,"(41.909664252, -87.742728815)",4,"22,615",26,62,45,2,6,195
11483042,JB484318,10/20/2018 20:00,017XX W 18TH ST,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,FALSE,FALSE,1234,12,25,31,6,1165035,1891450,2018,10/27/2018 16:07,41.85774225,-87.66970241,"(41.857742251, -87.669702413)",8,"14,920",33,343,26,43,15,121
11482557,JB483562,10/20/2018 19:46,043XX S LAKE PARK AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,222,2,4,39,6,1184545,1876563,2018,10/27/2018 16:07,41.8164553,-87.59855738,"(41.816455303, -87.598557379)",1,"4,301",5,450,10,36,24,113
11482591,JB483575,10/20/2018 19:36,085XX S COTTAGE GROVE AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,632,6,6,44,6,1183056,1848421,2018,10/27/2018 16:07,41.73926587,-87.60489375,"(41.739265865, -87.604893749)",9,"21,546",40,141,35,61,20,241
11482588,JB483613,10/20/2018 18:00,001XX E WALTON ST,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,1833,18,2,8,6,1177751,1906964,2018,10/27/2018 16:07,41.90003434,-87.62255589,"(41.900034336, -87.62255589)",22,"21,182",37,105,11,6,14,71
11482422,JB483370,10/20/2018 16:38,075XX S STONY ISLAND AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,411,4,8,43,6,1188123,1855151,2018,10/27/2018 16:07,41.75761443,-87.58611527,"(41.757614433, -87.586115266)",32,"22,538",39,188,35,61,19,224
11482356,JB483359,10/20/2018 16:05,013XX N PAULINA ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,1433,14,1,24,6,1164814,1909135,2018,10/27/2018 16:07,41.906276,-87.67001188,"(41.906276004, -87.670011875)",24,"21,560",25,482,41,4,7,191
11486403,JB483242,10/20/2018 15:40,005XX N COLUMBUS DR,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,1834,18,42,8,6,1178412,1903766,2018,10/27/2018 16:07,41.89124383,-87.62022568,"(41.891243826, -87.620225683)",22,"21,182",37,159,36,6,14,74
11482282,JB483229,10/20/2018 15:20,086XX S JEFFERY BLVD,860,THEFT,RETAIL THEFT,RESTAURANT,FALSE,FALSE,412,4,8,45,6,1191019,1847999,2018,10/27/2018 16:07,41.73791919,-87.57573276,"(41.737919194, -87.575732761)",9,"21,202",41,431,35,25,19,240
11483259,JB484564,10/20/2018 14:00,0000X E Ohio St,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1834,18,42,8,6,,,2018,10/27/2018 16:07,,,,,,,,,,,
11482230,JB483145,10/20/2018 13:50,0000X E MADISON ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,112,1,42,32,6,1176948,1900418,2018,10/27/2018 16:07,41.88209,-87.62570358,"(41.882089998, -87.625703578)",22,"14,311",38,580,36,34,22,93
11482298,JB483321,10/20/2018 13:00,003XX N MICHIGAN AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,6,1177246,1902333,2018,10/27/2018 16:07,41.88733811,-87.62455126,"(41.887338112, -87.624551258)",22,"14,309",38,580,36,42,22,88
11508370,JB516800,10/20/2018 12:40,004XX W JACKSON BLVD,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,121,1,42,28,6,1173380,1898918,2018,11/18/2018 16:02,41.87805389,-87.6388497,"(41.878053886, -87.638849697)",48,"14,914",29,786,36,46,22,91
11482302,JB483248,10/20/2018 12:10,0000X E JACKSON BLVD,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,113,1,42,32,6,1177029,1899023,2018,10/27/2018 16:07,41.87826021,-87.6254484,"(41.878260207, -87.625448401)",48,"14,912",38,367,36,29,22,126
11482214,JB483161,10/20/2018 12:00,001XX E CHESTNUT ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1833,18,42,8,6,1177081,1906353,2018,10/27/2018 16:07,41.89837293,-87.62503531,"(41.89837293, -87.625035314)",22,"21,182",37,104,36,6,14,71
11482140,JB482931,10/20/2018 11:45,005XX N STATE ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1831,18,42,8,6,1176272,1904025,2018,10/27/2018 16:07,41.89200307,-87.62807696,"(41.89200307, -87.628076963)",22,"21,182",37,669,36,55,14,73
11482159,JB483025,10/20/2018 11:15,002XX S MICHIGAN AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,113,1,42,32,6,1177326,1899381,2018,10/27/2018 16:07,41.87923585,-87.62434704,"(41.879235852, -87.624347038)",22,"14,912",38,367,36,29,22,126
11482004,JB482770,10/20/2018 9:13,044XX S COTTAGE GROVE AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,FALSE,221,2,4,39,6,1182339,1875765,2018,10/27/2018 16:07,41.81431701,-87.60667414,"(41.814317008, -87.606674143)",1,"4,301",4,161,10,36,24,114
11483109,JB484409,10/20/2018 9:00,037XX W LAWRENCE AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1723,17,35,14,6,1150421,1931633,2018,10/27/2018 16:07,41.96830561,-87.72229404,"(41.968305606, -87.722294037)",28,"21,849",14,120,12,20,1,48
11482396,JB483391,10/20/2018 9:00,005XX N CLARK ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1831,18,42,8,6,1175446,1903781,2018,10/27/2018 16:07,41.89135211,-87.6311178,"(41.891352111, -87.6311178)",22,"4,446",37,670,36,55,14,73
11487053,JB489290,10/20/2018 3:30,0000X W ELM ST,820,THEFT,$500 AND UNDER,BAR OR TAVERN,FALSE,FALSE,1824,18,2,8,6,1175930,1908090,2018,10/27/2018 16:07,41.90316534,-87.62921044,"(41.90316534, -87.629210442)",22,"14,926",37,230,11,54,14,197
11481830,JB482579,10/20/2018 3:10,019XX W BELMONT AVE,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,1931,19,32,5,6,1162756,1921258,2018,10/27/2018 16:07,41.93958573,-87.67723096,"(41.939585726, -87.677230955)",16,"4,449",46,648,40,22,5,19
11481792,JB482555,10/20/2018 1:30,012XX W DEVON AVE,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,2433,24,48,77,6,1166661,1942638,2018,10/27/2018 16:07,41.99817028,-87.66226351,"(41.998170281, -87.662263513)",46,"4,451",76,48,16,14,11,50
11482488,JB482739,10/20/2018 0:05,029XX N MILWAUKEE AVE,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1412,14,35,21,6,1152047,1919398,2018,10/27/2018 16:07,41.93469991,-87.716639,"(41.934699905, -87.716639002)",15,"21,538",22,55,12,39,7,168
11481993,JB482834,10/20/2018 0:00,023XX N MILWAUKEE AVE,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1414,14,1,22,6,1156766,1915591,2018,10/27/2018 16:07,41.92415876,-87.6994,"(41.924158759, -87.699399996)",15,"22,535",23,322,41,1,7,182
11482158,JB483037,10/19/2018 23:30,008XX W BUCKINGHAM PL,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1924,19,44,6,6,1170097,1922449,2018,10/26/2018 16:09,41.94269653,-87.6502159,"(41.942696533, -87.650215895)",38,"4,449",57,731,25,22,5,28
11482485,JB482759,10/19/2018 23:00,023XX N MILWAUKEE AVE,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1414,14,1,22,6,1156766,1915591,2018,10/26/2018 16:09,41.92415876,-87.6994,"(41.924158759, -87.699399996)",15,"22,535",23,322,41,1,7,182
11482075,JB482914,10/19/2018 22:30,013XX W 18TH ST,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,1233,12,25,31,5,1167550,1891523,2018,10/26/2018 16:09,41.85788886,-87.66046879,"(41.857888856, -87.660468787)",8,"14,920",33,365,26,43,15,150
11481646,JB482326,10/19/2018 21:00,006XX W RANDOLPH ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,121,1,42,28,6,1172085,1901231,2018,10/26/2018 16:09,41.88442957,-87.64353633,"(41.884429567, -87.64353633)",22,"4,452",29,784,36,45,22,91
11481641,JB482380,10/19/2018 20:37,001XX W 87TH ST,890,THEFT,FROM BUILDING,GROCERY FOOD STORE,FALSE,FALSE,634,6,21,44,6,1176778,1847275,2018,10/26/2018 16:09,41.73626462,-87.6279295,"(41.736264617, -87.627929503)",18,"21,554",40,1,13,59,20,236
11481568,JB482231,10/19/2018 19:11,004XX W DIVISION ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1821,18,27,8,6,1173175,1908290,2018,10/26/2018 16:09,41.90377576,-87.63932407,"(41.903775756, -87.639324074)",41,"14,926",37,148,46,54,14,51
11482868,JB482787,10/19/2018 19:00,0000X W KINZIE ST,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,1831,18,42,8,6,1176144,1903019,2018,10/26/2018 16:09,41.88924544,-87.62857739,"(41.889245439, -87.628577391)",22,"4,446",37,669,36,55,14,73
11481499,JB482205,10/19/2018 18:02,014XX W DEVON AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,2432,24,49,1,6,1165316,1942608,2018,10/26/2018 16:09,41.99811678,-87.66721215,"(41.998116778, -87.667212152)",46,"4,451",76,358,16,14,11,50
11481643,JB482292,10/19/2018 17:00,003XX W HUBBARD ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,6,1173688,1903250,2018,10/26/2018 16:09,41.88993432,-87.63758985,"(41.889934315, -87.637589849)",22,"4,446",37,652,36,55,14,73
11483716,JB485122,10/19/2018 17:00,0000X W MAPLE ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1824,18,2,8,6,1176026,1907622,2018,10/26/2018 16:09,41.90187896,-87.62887194,"(41.901878963, -87.628871935)",22,"14,926",37,230,11,54,14,197
11481372,JB482024,10/19/2018 16:42,047XX S CICERO AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,815,8,14,56,6,1145155,1872875,2018,10/26/2018 16:09,41.80716827,-87.74314297,"(41.80716827, -87.743142974)",35,"22,248",53,606,28,7,13,112
11481334,JB481942,10/19/2018 16:10,0000X S MICHIGAN AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,112,1,42,32,6,1177317,1900258,2018,10/26/2018 16:09,41.88164259,-87.62435348,"(41.881642592, -87.624353482)",22,"14,311",38,367,36,34,22,93
11481338,JB481927,10/19/2018 16:05,039XX N WESTERN AVE,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,FALSE,FALSE,1921,19,47,5,6,1159666,1926273,2018,10/26/2018 16:09,41.95341152,-87.68844894,"(41.953411521, -87.688448935)",13,"21,538",46,613,18,39,5,21
11482475,JB482768,10/19/2018 16:00,0000X E ONTARIO ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1834,18,42,8,6,1176792,1904503,2018,10/26/2018 16:09,41.89330298,-87.62615278,"(41.893302982, -87.626152784)",22,"21,182",37,626,36,6,14,74
11481384,JB482045,10/19/2018 16:00,038XX S DR MARTIN LUTHER KING JR DR,890,THEFT,FROM BUILDING,GROCERY FOOD STORE,FALSE,FALSE,212,2,4,35,6,1179489,1879516,2018,10/26/2018 16:09,41.82467571,-87.61701343,"(41.824675709, -87.617013434)",1,"4,301",1,222,10,36,24,101
11481424,JB482053,10/19/2018 15:15,034XX N SOUTHPORT AVE,820,THEFT,$500 AND UNDER,BAR OR TAVERN,FALSE,FALSE,1922,19,44,6,6,1166354,1923138,2018,10/26/2018 16:09,41.94466821,-87.66395334,"(41.94466821, -87.66395334)",38,"4,449",57,239,25,22,5,19
11481368,JB481995,10/19/2018 15:15,034XX N SOUTHPORT AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1922,19,44,6,6,1166354,1923138,2018,10/26/2018 16:09,41.94466821,-87.66395334,"(41.94466821, -87.66395334)",38,"4,449",57,239,25,22,5,19
11519721,JB532467,10/19/2018 14:30,029XX N BROADWAY,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1934,19,44,6,6,1171738,1919960,2018,12/1/2018 16:01,41.93583058,-87.64425803,"(41.935830577, -87.64425803)",38,"4,449",57,684,25,22,5,30
11484804,JB486378,10/19/2018 14:20,003XX W WACKER DR,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,122,1,42,32,6,1174169,1902035,2018,10/26/2018 16:09,41.88658957,-87.63585969,"(41.886589569, -87.635859689)",22,"14,914",38,92,36,46,22,79
11481375,JB481996,10/19/2018 13:45,002XX N CLARK ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,122,1,42,32,6,1175494,1902033,2018,10/26/2018 16:09,41.88655443,-87.63099407,"(41.886554425, -87.630994065)",22,"14,309",38,92,36,42,22,88
11482156,JB483057,10/19/2018 13:30,001XX N WABASH AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,111,1,42,32,6,1176785,1901619,2018,10/26/2018 16:09,41.88538929,-87.62626577,"(41.885389294, -87.626265771)",22,"14,309",38,580,36,42,22,88
11482005,JB481694,10/19/2018 12:35,040XX W ADAMS ST,820,THEFT,$500 AND UNDER,CONVENIENCE STORE,FALSE,FALSE,1115,11,28,26,6,1149594,1898707,2018,10/26/2018 16:09,41.87796982,-87.72619208,"(41.877969824, -87.72619208)",11,"21,572",27,675,23,30,16,100
11481354,JB481679,10/19/2018 11:52,039XX W FULLERTON AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,2524,25,31,22,6,1149541,1915660,2018,10/26/2018 16:09,41.9244916,-87.72594597,"(41.924491602, -87.725945966)",27,"22,535",23,74,12,1,6,187
11481001,JB481375,10/19/2018 9:00,017XX W HOWARD ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,2422,24,49,1,6,1163126,1950347,2018,10/26/2018 16:09,42.01939924,-87.67504949,"(42.019399237, -87.675049485)",,"21,853",,489,,,,
11493102,JB497300,10/19/2018 7:00,001XX E CHESTNUT ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1833,18,42,8,6,1177030,1906352,2018,11/2/2018 16:09,41.89837134,-87.62522266,"(41.898371341, -87.625222661)",22,"21,182",37,104,36,6,14,71
11481214,JB481613,10/19/2018 5:29,026XX S WALLACE ST,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,914,9,11,60,5,1172733,1886927,2018,10/26/2018 16:09,41.84516403,-87.64158006,"(41.845164034, -87.641580056)",26,"21,194",58,688,48,40,23,157
