"uid","store_name","license_id","account_number","square_feet","buffer_size","address","zip_code","community_area_name_x","community_area_x","ward","census_tract","census_block","x_coordinate","y_coordinate","latitude","longitude","location","community_areas","zip_codes","boundaries_zip_codes","census_tracts","wards","computed_region_awaf_s7ux","KEY","community_area_y","community_area_name_y","birth_rate","low_birth_weight","prenatal_care_beginning_in_first_trimester","preterm_births","teen_birth_rate","infant_mortality_rate","below_poverty_level","crowded_housing","dependency","no_high_school_diploma","per_capita_income","unemployment"
285,"ALDI INC STORE #90",14008,5273,16340,"A","9017 S HALSTED ST",60620,"AUBURN GRESHAM",71,21,17031711500,170317115002037,1172597.8112496,1845066.5303352,41.7302972736,-87.6433090924,"(41.7302972736, -87.6433090924)",70,21554,59,608,13,18,"auburngresham",71,"Auburn Gresham",15.1,11.6,71.8,13.9,83.1,15.6,24.5,4.1,42.1,19.5,16022,24.2
286,"SUPERMERCADO LA VILLA",1800261,313811,9000,"B","5020 W FULLERTON AVE",60639,"BELMONT CRAGIN",19,31,17031190800,170311908003018,1142420.00858318,1915530.87975616,41.9242727136,-87.7521150377,"(41.9242727136, -87.7521150377)",19,22615,2,304,17,7,"belmontcragin",19,"Belmont Cragin",20,6.9,74.1,7.6,68.2,5.6,18.6,10,36.9,37,15246,11.5
287,"CERMAK PRODUCE",1574003,286531,14000,"A","4401 W ARMITAGE AVE",60639,"HERMOSA",20,31,17031831200,170318312002004,1146718.75334921,1912886.20945973,41.9169344398,-87.7363871475,"(41.9169344398, -87.7363871475)",21,22615,2,135,44,7,"hermosa",20,"Hermosa",20.3,6.7,77.5,8.8,69.7,9.3,19.1,8.4,36.3,41.9,15411,12.9
288,"MELISSA'S FOOD & LIQUORS INC",29494,11681,3500,"B","3867 W GRAND AVE",60651,"HUMBOLDT PARK",23,27,17031230700,170312307003012,1150134.10892006,1908582.76387906,41.9050594546,-87.7239513845,"(41.9050594546, -87.7239513845)",24,4299,5,454,49,41,"humboldtpark",23,"Humboldt Park",19.2,12.3,70.9,11.7,77.9,9.8,32.6,11.2,38.3,36.8,13391,12.3
289,"LA MERCED INC",6834,3685,10001,"A","4335 W 26TH ST",60623,"SOUTH LAWNDALE",30,22,17031301801,170313018012007,1147980.98071108,1886328.48111294,41.8440327965,-87.7324328647,"(41.8440327965, -87.7324328647)",32,21569,57,205,28,14,"southlawndale",30,"South Lawndale",19.5,7.6,85.1,9.6,77.5,5.9,28.1,17.6,33.1,58.7,10697,11.5
290,"J & A ORIENTAL FOOD MART",30859,8995,10001,"A","5755 W FULLERTON AVE",60639,"BELMONT CRAGIN",19,37,17031191302,170311913022003,1137381.66713383,1915324.77372041,41.9237993545,-87.7706332364,"(41.9237993545, -87.7706332364)",19,22615,2,57,44,4,"belmontcragin",19,"Belmont Cragin",20,6.9,74.1,7.6,68.2,5.6,18.6,10,36.9,37,15246,11.5
291,"WEST HAVEN MARKET & GRILL",17558,7111,3200,"B","2132 W WASHINGTON BLVD",60612,"NEAR WEST SIDE",28,2,17031837800,170318378002019,1162032.11657605,1900702.26277479,41.8831944724,-87.6804664902,"(41.8831944724, -87.6804664902)",29,21184,28,37,46,48,"nearwestside",28,"Near West Side",18.2,9,77.6,10.5,36.7,9.1,21.6,3.8,22.9,11.2,41488,10.7
292,"SAHAR INTERNATIONAL SUPERMARKET",2079006,263556,7900,"B","4851 N KEDZIE AVE",60625,"ALBANY PARK",14,33,17031140100,170311401002004,1154202.45817965,1932262.27943084,41.9699575396,-87.7083728782,"(41.9699575396, -87.7083728782)",14,21849,20,749,20,2,"albanypark",14,"Albany Park",18.3,8.5,73.3,8.3,44.5,4.9,17.1,11.2,32.1,34.9,20355,9
293,"WALGREENS #2073",18619,7551,,"A","5401 S WENTWORTH AVE",60609,"FULLER PARK",37,3,17031835600,170318000000000,1175923.785,1869122.159,41.79623488,-87.63040492,"(41.79623488, -87.63040492)",3,14924,37,224,9,12,"fullerpark",37,"Fuller Park",11.9,17.1,71.4,14.3,69.2,22.6,55.5,4.5,38.2,33.7,9016,40
294,"PARK PACKING OF CHICAGO, INC.",2008956,340517,3500,"B","1544 W 41ST ST",60609,"NEW CITY",61,11,17031842600,170318426002022,1166633.85441361,1877402.12589776,41.8191594443,-87.6642353554,"(41.8191594443, -87.6642353554)",59,14924,37,123,48,26,"newcity",61,"New City",21.4,11.8,75.9,12.2,94.3,7.9,30.6,12.2,42,42.4,12524,17.4
295,"R & S DISCOUNT FOOD, WINE, & LIQUOR",8647,4130,2800,"B","2425 W DIVERSEY AVE",60647,"LOGAN SQUARE",22,1,17031830900,170318309003001,1159580.42381824,1918486.57318151,41.932046851,-87.6889786863,"(41.932046851, -87.6889786863)",23,22535,1,240,40,24,"logansquare",22,"Logan Square",18.2,7.2,78.2,9.4,66.1,4.3,17.2,3.2,26.7,18.5,29026,7.5
296,"CERMAK PRODUCE #5 LTD",1649774,298958,10000,"A","3435 S ARCHER AVE",60608,"MCKINLEY PARK",59,11,17031840300,170318403002016,1163434.49116983,1881819.83702089,41.8313499001,-87.6758478479,"(41.8313499001, -87.6758478479)",56,14920,43,2,1,26,"mckinleypark",59,"McKinley Park",16.7,7.3,80.5,9.9,47.9,7.3,16.1,6.9,33.7,31.8,17577,11.9
297,"NATIONAL FRUIT STOP",23627,9531,3000,"B","3523 W LAWRENCE AVE",60625,"ALBANY PARK",14,33,17031140701,170311407012002,1151894.18661271,1931625.34341031,41.9682556374,-87.7168773813,"(41.9682556374, -87.7168773813)",14,21849,20,118,20,2,"albanypark",14,"Albany Park",18.3,8.5,73.3,8.3,44.5,4.9,17.1,11.2,32.1,34.9,20355,9
298,"DOMINICK'S #160/1698",41689,5033,72000,"A","1763 W HOWARD ST",60626,"ROGERS PARK",1,49,17031010202,170310102021001,1163123.85790163,1950306.64606587,42.0192885501,-87.6750585094,"(42.0192885501, -87.6750585094)",10,21853,9,489,5,3,"rogerspark",1,"Rogers Park",16.4,11,73,11.2,40.8,6.4,22.7,7.9,28.8,18.1,23714,7.5
299,"JAMAICA FOOD & LIQUOR INC",22679,9341,2500,"B","4252 S COTTAGE GROVE AVE",60653,"GRAND BOULEVARD",38,4,17031380100,170313801001032,1182280.54454064,1876753.09263501,41.8170297652,-87.6068579199,"(41.8170297652, -87.6068579199)",4,4301,36,583,10,1,"grandboulevard",38,"Grand Boulevard",14.3,12.7,74.2,13.7,54.8,12.1,28.3,2.7,41.7,19.4,22056,20.6
300,"CARNICERIA LA MEJOR PRODUCE, INC.",1800292,313836,4500,"B","2915 N MILWAUKEE AVE",60618,"AVONDALE",21,35,17031210602,170312106023005,1152283.91665166,1919259.2190105,41.9343143994,-87.7157719991,"(41.9343143994, -87.7157719991)",22,21538,39,55,12,15,"avondale",21,"Avondale",18.5,7.3,74.4,7.5,63.4,5.7,14.6,5.8,30.4,25.7,20489,9.3
301,"WHOLE FOODS MARKET",76395,86298,30591,"A","30 W HURON ST",60610,"NEAR NORTH SIDE",8,42,17031081600,170310816002002,1175903.12871067,1905102.70964871,41.8949686732,-87.6293991787,"(41.8949686732, -87.6293991787)",37,4446,55,669,11,22,"nearnorthside",8,"Near North Side",10.7,8.6,69.7,9.6,34,6.5,13.4,2,23.3,3.4,87163,5.2
302,"BARI",1245246,246600,2500,"B","1120 W GRAND AVE",60622,"WEST TOWN",24,27,17031243500,170312435001021,1168791.29895301,1903675.74161138,41.8912101212,-87.6555602414,"(41.8912101212, -87.6555602414)",25,22620,49,522,46,41,"westtown",24,"West Town",18.8,9.1,75.5,10.8,49.2,5.1,15.7,2,22.9,13.4,39596,6
303,"JEWEL FOOD STORE #3454",1325,259,25490,"A","4250 N LINCOLN AVE",60618,"NORTH CENTER",5,47,17031050200,170310502002007,1161297.75123398,1928358.5151668,41.959100433,-87.6823922417,"(41.959100433, -87.6823922417)",46,21538,39,623,18,13,"northcenter",5,"North Center",22.4,9.1,80.4,9.8,8.4,2.7,7.1,0.2,25.5,5.4,51615,4.5
304,"JOLANTA'S INTERNATIONAL DELI",26376,10856,10001,"A","5914 W HIGGINS AVE",60630,"JEFFERSON PARK",11,45,17031110400,170311104003013,1135703.9578491,1933167.43202643,41.9727914969,-87.7763718583,"(41.9727914969, -87.7763718583)",11,21869,48,780,50,20,"jeffersonpark",11,"Jefferson Park",13.8,6.6,82.9,7.7,28.6,8.3,6.4,1.9,34.4,13.5,27280,9
305,"EL MILAGRO",43513,2718,5500,"B","3048 W 26TH ST",60623,"SOUTH LAWNDALE",30,12,17031300900,170313009001012,1156243.44313931,1886626.27099351,41.8446873274,-87.702102936,"(41.8446873274, -87.702102936)",32,21569,57,261,1,29,"southlawndale",30,"South Lawndale",19.5,7.6,85.1,9.6,77.5,5.9,28.1,17.6,33.1,58.7,10697,11.5
306,"HARVESTIME FOODS",43697,16317,8750,"B","2632 W LAWRENCE AVE",60625,"LINCOLN SQUARE",4,40,17031040201,170310402013015,1157798.34623505,1931819.65904171,41.9686702259,-87.6951627475,"(41.9686702259, -87.6951627475)",6,21849,20,28,24,46,"lincolnsquare",4,"Lincoln Square",17.1,8.1,80.5,9.7,38.4,3.8,9.5,3.1,25.6,12.5,35503,6.8
307,"CHICAGO GROCERS",1332221,258200,2500,"B","2122 W DEVON AVE",60659,"WEST RIDGE",2,50,17031020500,170310205001013,1160870.39074804,1942511.56241678,41.9979458853,-87.683568705,"(41.9979458853, -87.683568705)",20,4450,12,320,27,42,"westridge",2,"West Ridge",17.3,8.1,71.1,8.3,29.9,5.1,15.1,7,38.3,19.6,21375,7.9
308,"NOOR MEAT",61680,19506,3000,"B","2505 W DEVON AVE",60659,"WEST RIDGE",2,50,17031020802,170310208024002,1158430.46083218,1942357.57972504,41.9975738059,-87.6925485988,"(41.9975738059, -87.6925485988)",20,4450,50,31,27,42,"westridge",2,"West Ridge",17.3,8.1,71.1,8.3,29.9,5.1,15.1,7,38.3,19.6,21375,7.9
309,"TRATTORIA ISABELLA",1842843,320408,3365,"B","217 N JEFFERSON ST",60661,"NEAR WEST SIDE",28,42,17031280100,170312801001026,1172322.5414348,1901912.23198967,41.8862936679,-87.6426439206,"(41.8862936679, -87.6426439206)",29,4452,45,784,36,22,"nearwestside",28,"Near West Side",18.2,9,77.6,10.5,36.7,9.1,21.6,3.8,22.9,11.2,41488,10.7
310,"DOLLAR DEALS & UP",1276566,252997,2500,"B","2057 N PULASKI RD",60639,"HERMOSA",20,30,17031200402,170312004021000,1149414.10883771,1913618.23007828,41.9188912639,-87.726465315,"(41.9188912639, -87.726465315)",21,22535,1,76,49,27,"hermosa",20,"Hermosa",20.3,6.7,77.5,8.8,69.7,9.3,19.1,8.4,36.3,41.9,15411,12.9
311,"Save-A-Lot #886",2079232,216203,13000,"A","148 W 79TH ST",60620,"GREATER GRAND CROSSING",69,17,17031691200,170316912002015,1176452.44175662,1852636.22244146,41.7509837901,-87.6289614545,"(41.7509837901, -87.6289614545)",67,21554,59,495,31,17,"greatergrandcrossing",69,"Greater Grand Crossing",18.2,12.9,72.3,15.1,84.3,14.2,25.6,4.2,42.9,17.9,17213,18.9
312,"L'APPETITO",42672,16220,2900,"B","875 N MICHIGAN AVE",60611,"NEAR NORTH SIDE",8,42,17031081300,170310813003001,1177367.93638563,1906565.13825519,41.8989485417,-87.6239749877,"(41.8989485417, -87.6239749877)",37,21182,6,233,11,22,"nearnorthside",8,"Near North Side",10.7,8.6,69.7,9.6,34,6.5,13.4,2,23.3,3.4,87163,5.2
313,"TONY'S FINER FOODS ENTERPRISES, INC.",1717867,305203,21000,"A","3607 W FULLERTON AVE",60647,"LOGAN SQUARE",22,35,17031220902,170312209022000,1151897.10854296,1915676.25827983,41.924490094,-87.717288131,"(41.924490094, -87.717288131)",23,22535,1,74,12,15,"logansquare",22,"Logan Square",18.2,7.2,78.2,9.4,66.1,4.3,17.2,3.2,26.7,18.5,29026,7.5
314,"JEWEL FOOD STORE #3139",1356,259,22295,"A","3940 E 106TH ST",60617,"EAST SIDE",52,10,17031520400,170315204001013,1204247.1335669,1835323.18396025,41.7028060951,-87.5277040116,"(41.7028060951, -87.5277040116)",49,21202,25,715,47,47,"eastside",52,"East Side",17.7,6.4,73.3,11,53,3.7,18.7,8.3,42.5,35.5,15347,14.5
315,"SAVE-A-LOT  #859",1272455,216203,12000,"A","420 S PULASKI RD",60624,"WEST GARFIELD PARK",26,24,17031260700,170312607002016,1149764.94334651,1897457.34591499,41.8745373122,-87.7255969017,"(41.8745373122, -87.7255969017)",27,21572,30,675,23,36,"westgarfieldpark",26,"West Garfield Park",20.1,17,71.4,17.5,114.9,19,40.3,8.9,42.5,26.2,10951,25.2
316,"MICELI'S DELI & FOOD MART",44924,16493,4000,"B","2448 S OAKLEY AVE",60608,"LOWER WEST SIDE",31,25,17031841300,170318413003008,1161387.69922022,1887514.88221394,41.847020464,-87.6831995522,"(41.847020464, -87.6831995522)",33,14920,43,204,26,8,"lowerwestside",31,"Lower West Side",16.5,4.5,80.8,8.8,49,5.4,27.2,10.4,35.2,44.3,15467,13
317,"DOMINICK'S # 130/1130",41657,5033,10001,"A","2101 E 71ST ST",60649,"SOUTH SHORE",43,5,17031430600,170314306001008,1191459.65948817,1858232.4496476,41.7659900011,-87.5737873367,"(41.7659900011, -87.5737873367)",39,22538,24,453,33,32,"southshore",43,"South Shore",15.7,13.8,71.9,13.4,65.9,11.4,31.5,2.9,37.6,14.9,18366,17.7
318,"MA'S & PA'S GROCERY SNACK SHOP",7302,3806,4500,"B","804 S CALIFORNIA AVE",60612,"EAST GARFIELD PARK",27,2,17031271800,170312718001017,1157790.04325091,1896181.8948431,41.8708776439,-87.6961668842,"(41.8708776439, -87.6961668842)",28,21184,28,714,23,48,"eastgarfieldpark",27,"East Garfield Park",19.4,17.5,73.2,16.3,93.2,11,39.7,7.5,43.2,26.2,13596,16.4
319,"JEWEL FOOD STORE #3181",1368,259,30745,"A","87 W 87TH ST",60620,"CHATHAM",44,21,17031842400,170318424002071,1177054.47427529,1847233.72406535,41.7361451282,-87.626917844,"(41.7361451282, -87.626917844)",40,21554,59,1,13,18,"chatham",44,"Chatham",14.4,15.4,72.5,15.6,68.2,10.9,25.3,2.2,40,13.7,20320,19
320,"4700 PETE'S FRESH MARKET",1243125,245519,45000,"A","4700 S KEDZIE AVE",60632,"BRIGHTON PARK",58,14,17031842800,170318428004023,1155791.94930248,1873270.77848288,41.8080472717,-87.7041188223,"(41.8080472717, -87.7041188223)",55,22248,56,85,8,49,"brightonpark",58,"Brighton Park",20.6,7.2,82.7,8.3,58.1,5.9,23,13.2,39.8,48.2,13138,11.2
321,"LA GUERRERENSE",67114,43885,3000,"B","4149 W ARMITAGE AVE",60639,"HERMOSA",20,30,17031831200,170318312003003,1148187.71436387,1912920.37271417,41.9170000028,-87.7309892645,"(41.9170000028, -87.7309892645)",21,22615,2,135,12,27,"hermosa",20,"Hermosa",20.3,6.7,77.5,8.8,69.7,9.3,19.1,8.4,36.3,41.9,15411,12.9
322,"LOUIS' GROCERIES",2153429,372246,,"A","7604 S COTTAGE GROVE AVE",60619,"GREATER GRAND CROSSING",69,6,17031691400,170317000000000,1182841.944,1854717.938,41.75655031,-87.60548285,"(41.75655031, -87.60548285)",67,21546,61,496,32,31,"greatergrandcrossing",69,"Greater Grand Crossing",18.2,12.9,72.3,15.1,84.3,14.2,25.6,4.2,42.9,17.9,17213,18.9
323,"SZYMANSKI BROS, INC",18082,86677,3000,"B","6016 W IRVING RD",60634,"PORTAGE PARK",15,38,17031150502,170311505022015,1135438.85537912,1926007.88654451,41.9531497374,-87.7775174877,"(41.9531497374, -87.7775174877)",15,22254,52,131,19,25,"portagepark",15,"Portage Park",14.2,6.9,79.8,8.7,41.7,4.7,12.3,4.4,34.6,18.7,23617,10.6
324,"SUPERMERCADO GUADALAJARA #2",3991,23651,6000,"B","2300 S KEDZIE AVE",60623,"SOUTH LAWNDALE",30,24,17031300800,170313008001012,1155346.70128594,1888503.80286302,41.8498575327,-87.7053434771,"(41.8498575327, -87.7053434771)",32,21569,57,291,1,36,"southlawndale",30,"South Lawndale",19.5,7.6,85.1,9.6,77.5,5.9,28.1,17.6,33.1,58.7,10697,11.5
325,"JEWEL FOOD STORE #3455",1380,259,23660,"A","4355 N SHERIDAN RD",60613,"UPTOWN",3,46,17031032100,170310321001001,1168852.2068218,1929254.3407869,41.9613977799,-87.6545929748,"(41.9613977799, -87.6545929748)",31,21186,53,577,39,37,"uptown",3,"Uptown",13.1,8.3,77.7,10.3,35.1,6.5,22.7,4.6,22.2,13.6,32355,7.7
326,"CARNICERIA DEL RIO",1801493,314238,3000,"B","2714 W CERMAK RD",60608,"SOUTH LAWNDALE",30,28,17031840700,170318407003012,1158513.93009332,1889320.58980214,41.8520347381,-87.6936969081,"(41.8520347381, -87.6936969081)",32,14920,43,203,1,11,"southlawndale",30,"South Lawndale",19.5,7.6,85.1,9.6,77.5,5.9,28.1,17.6,33.1,58.7,10697,11.5
327,"FIESTA SUPERMARCADO",1196305,221943,14500,"A","3307 W 63RD ST",60629,"CHICAGO LAWN",66,15,17031660500,170316605001002,1155383.10507095,1862616.4850607,41.7788185771,-87.7059035755,"(41.7788185771, -87.7059035755)",64,21867,58,293,6,44,"chicagolawn",66,"Chicago Lawn",20.1,9.4,78.4,10.8,67.4,11.1,22.2,6.5,40,31.6,14405,11.9
328,"ALDI INC #83",13990,5273,16300,"A","8333 S CICERO AVE",60652,"ASHBURN",70,18,17031700302,170317003023005,1145926.58767736,1848735.59126715,41.7409110654,-87.7409228594,"(41.7409110654, -87.7409228594)",69,4300,8,197,30,6,"ashburn",70,"Ashburn",14.7,9,82.4,11.3,38.3,10.2,9.5,4.2,36.7,18.3,22078,8.8
329,"WALLY'S INTERNATIONAL MARKET",32288,14504,10001,"A","3256 N MILWAUKEE AVE",60618,"AVONDALE",21,31,17031831100,170318311003024,1149524.31975339,1921376.25108543,41.9401778125,-87.7258584348,"(41.9401778125, -87.7258584348)",22,21538,39,138,21,7,"avondale",21,"Avondale",18.5,7.3,74.4,7.5,63.4,5.7,14.6,5.8,30.4,25.7,20489,9.3
330,"ZIAD CERTIFIED FOODS",9046,4213,2500,"B","513 E 47TH ST",60653,"GRAND BOULEVARD",38,3,17031381200,170313812002015,1180538.32890759,1873929.87531241,41.8093228701,-87.6133355212,"(41.8093228701, -87.6133355212)",4,21192,10,447,9,12,"grandboulevard",38,"Grand Boulevard",14.3,12.7,74.2,13.7,54.8,12.1,28.3,2.7,41.7,19.4,22056,20.6
331,"SUPERMERCADO EL CUBANO INC",57265,6678,2750,"B","4939 S ASHLAND AVE",60609,"NEW CITY",61,20,17031611200,170316112002009,1166552.07042591,1871797.80961082,41.803782323,-87.6646953279,"(41.803782323, -87.6646953279)",59,14924,37,677,4,53,"newcity",61,"New City",21.4,11.8,75.9,12.2,94.3,7.9,30.6,12.2,42,42.4,12524,17.4
332,"FAIRPLAY FINER FOODS INC",10949,86481,10001,"A","4640 S HALSTED ST",60609,"NEW CITY",61,11,17031842600,170318426002035,1171712.00488315,1873969.43160814,41.809629768,-87.6457075651,"(41.809629768, -87.6457075651)",59,14924,37,123,48,26,"newcity",61,"New City",21.4,11.8,75.9,12.2,94.3,7.9,30.6,12.2,42,42.4,12524,17.4
333,"RITE PRICE FOOD",1198136,222688,3600,"B","5606 W DIVISION ST",60651,"AUSTIN",25,29,17031250600,170312506002013,1138707.84849102,1907480.83144377,41.9022506897,-87.7659509238,"(41.9022506897, -87.7659509238)",26,4299,5,565,7,52,"austin",25,"Austin",18,15.4,72.9,14.3,81.8,13.3,27,5.7,39,25,15920,21
334,"KAMDAR PLAZA INC",4429,3241,5500,"B","2646 W DEVON AVE",60659,"WEST RIDGE",2,50,17031020602,170310206023014,1157317.61515937,1942403.24839448,41.9977219015,-87.6966411029,"(41.9977219015, -87.6966411029)",20,4450,12,41,27,42,"westridge",2,"West Ridge",17.3,8.1,71.1,8.3,29.9,5.1,15.1,7,38.3,19.6,21375,7.9
335,"J & J EUROPEAN DELI",21936,63361,3000,"B","5960 W LAWRENCE AVE",60630,"PORTAGE PARK",15,45,17031150401,170311504013000,1135539.54745573,1931334.53920156,41.9677648001,-87.7770202043,"(41.9677648001, -87.7770202043)",15,21869,48,94,50,20,"portagepark",15,"Portage Park",14.2,6.9,79.8,8.7,41.7,4.7,12.3,4.4,34.6,18.7,23617,10.6
336,"WORLD FRESH MARKET",1492163,21515,5500,"B","2434 W DEVON AVE",60659,"WEST RIDGE",2,50,17031020602,170310206022013,1158782.27269054,1942449.17897934,41.997817926,-87.6912518856,"(41.997817926, -87.6912518856)",20,4450,12,41,27,42,"westridge",2,"West Ridge",17.3,8.1,71.1,8.3,29.9,5.1,15.1,7,38.3,19.6,21375,7.9
337,"CITY GROCERY",1979483,344633,5000,"B","405 N WABASH AVE",60611,"NEAR NORTH SIDE",8,42,17031081500,170310815003007,1176706.45901986,1903103.75954164,41.8894653288,-87.6265092736,"(41.8894653288, -87.6265092736)",37,21182,6,626,36,22,"nearnorthside",8,"Near North Side",10.7,8.6,69.7,9.6,34,6.5,13.4,2,23.3,3.4,87163,5.2
338,"P & I FOOD & LIQUOR INC.",16647,6907,3000,"B","4154 W DIVISION ST",60651,"HUMBOLDT PARK",23,37,17031230600,170312306002011,1148216.44879898,1907711.8754945,41.9027068139,-87.7310180698,"(41.9027068139, -87.7310180698)",24,4299,5,286,45,4,"humboldtpark",23,"Humboldt Park",19.2,12.3,70.9,11.7,77.9,9.8,32.6,11.2,38.3,36.8,13391,12.3
339,"DANNY'S FRESH MARKET",1888080,326926,14405,"A","2140 N WESTERN AVE",60647,"LOGAN SQUARE",22,1,17031221500,170312215001018,1159966.29415245,1914498.83936956,41.921096268,-87.6876710129,"(41.921096268, -87.6876710129)",23,22535,1,323,41,24,"logansquare",22,"Logan Square",18.2,7.2,78.2,9.4,66.1,4.3,17.2,3.2,26.7,18.5,29026,7.5
340,"PETE'S MARKET",36823,15303,10001,"A","5724 S KEDZIE AVE",60629,"GAGE PARK",63,14,17031630900,170316309001016,1155989.47100195,1866372.1648613,41.789112548,-87.7035797266,"(41.789112548, -87.7035797266)",61,21867,58,801,6,49,"gagepark",63,"Gage Park",21.8,6.8,80.4,6.8,61.4,5.4,20.8,17.4,40.4,54.1,12014,14
341,"TONY'S FINER FOODS ENTERPRISES, INC.",1717568,305203,35000,"A","2500 N CENTRAL AVE",60639,"BELMONT CRAGIN",19,30,17031190602,170311906022019,1138581.76143148,1916095.59579769,41.9258928802,-87.7662048258,"(41.9258928802, -87.7662048258)",19,22615,2,58,21,27,"belmontcragin",19,"Belmont Cragin",20,6.9,74.1,7.6,68.2,5.6,18.6,10,36.9,37,15246,11.5
342,"HAPPY FOODS",1618656,294177,11500,"A","6415 N CENTRAL AVE",60646,"FOREST GLEN",12,45,17031120200,170311202002015,1139158.15739333,1942325.6373831,41.9978600139,-87.7634457986,"(41.9978600139, -87.7634457986)",12,22532,18,782,29,20,"forestglen",12,"Forest Glen",10,7.6,79.3,10.3,6.3,3.8,6.1,1.3,40.6,6.3,41509,5.5
343,"DOMINICK'S FINER FOODS - STORE # 2775",1820382,5033,54963,"A","2021 W CHICAGO AVE",60622,"WEST TOWN",24,1,17031243000,170312430001000,1162687.54435399,1905295.59033372,41.8957852296,-87.6779308926,"(41.8957852296, -87.6779308926)",25,21560,28,547,41,24,"westtown",24,"West Town",18.8,9.1,75.5,10.8,49.2,5.1,15.7,2,22.9,13.4,39596,6
344,"ALDI'S #47",1619769,5273,16370,"A","1508 W 47TH ST",60609,"NEW CITY",61,3,17031842600,170318426002057,1167024.29716375,1873608.65313643,41.8087413884,-87.6629116285,"(41.8087413884, -87.6629116285)",59,14924,37,123,3,12,"newcity",61,"New City",21.4,11.8,75.9,12.2,94.3,7.9,30.6,12.2,42,42.4,12524,17.4
345,"AWAMI BAZAAR & ZABIHA MEAT",68226,20954,2500,"B","2340 W DEVON AVE",60659,"WEST RIDGE",2,50,17031020500,170310205002005,1159376.82190602,1942466.67801098,41.9978536894,-87.6890642657,"(41.9978536894, -87.6890642657)",20,4450,12,320,27,42,"westridge",2,"West Ridge",17.3,8.1,71.1,8.3,29.9,5.1,15.1,7,38.3,19.6,21375,7.9
346,"MAKOLA AFRICAN SUPERMARKET #2",2008279,279945,3500,"B","4501 N SHERIDAN RD",60640,"UPTOWN",3,46,17031031502,170310315022003,1168837.75913134,1930075.09739808,41.9636502775,-87.6546221904,"(41.9636502775, -87.6546221904)",31,22616,15,20,39,37,"uptown",3,"Uptown",13.1,8.3,77.7,10.3,35.1,6.5,22.7,4.6,22.2,13.6,32355,7.7
347,"ALDI #30",1547427,5273,15154,"A","3030 S KEDZIE AVE",60623,"SOUTH LAWNDALE",30,12,17031840800,170318408002012,1155473.09821198,1884225.25342296,41.8381141517,-87.7049944648,"(41.8381141517, -87.7049944648)",32,21569,57,146,1,29,"southlawndale",30,"South Lawndale",19.5,7.6,85.1,9.6,77.5,5.9,28.1,17.6,33.1,58.7,10697,11.5
348,"Laxi Liquor",47780,11112,3200,"B","6922 W GRAND AVE",60707,"MONTCLARE",18,36,17031831600,170318316002012,1129750.39582133,1915232.70571235,41.9236807003,-87.7986761286,"(41.9236807003, -87.7986761286)",18,4454,3,136,44,39,"montclare",18,"Montclaire",17.1,8.3,77.6,8.8,61.5,4.6,12.8,5.8,35,28.4,21257,10.8
349,"EDDIE'S SUNSHINE FOOD & LIQUOR,  INC.",24217,63476,3000,"B","10806 S MICHIGAN AVE",60628,"ROSELAND",49,9,17031490901,170314909012011,1178782.2074476,1833280.99742068,41.6978179235,-87.6210110036,"(41.6978179235, -87.6210110036)",45,21861,19,237,43,30,"roseland",49,"Roseland",14.3,12.2,69,12.8,79.7,9.6,19.5,3.1,40.9,17.4,17974,17.8
350,"SUPER DOLLAR AND UP 4, INC.",1597521,291475,4000,"B","1604 W 59TH ST",60636,"WEST ENGLEWOOD",67,15,670300,170316703001011,1166621.80272816,1865628.90702898,41.7868526305,-87.6646155793,"(41.7868526305, -87.6646155793)",65,22257,23,385,2,44,"westenglewood",67,"West Englewood",20.3,16.1,63.6,13.8,116.9,13.3,32.3,6.9,40.9,30.3,10559,34.7
351,"CENTRAL PARK FOODS INC",13813,6373,8000,"B","3604 W GRAND AVE",60651,"HUMBOLDT PARK",23,26,17031231200,170312312001000,1152082.86286206,1907654.38161199,41.9024736738,-87.7168174653,"(41.9024736738, -87.7168174653)",24,4299,5,456,49,10,"humboldtpark",23,"Humboldt Park",19.2,12.3,70.9,11.7,77.9,9.8,32.6,11.2,38.3,36.8,13391,12.3
352,"NEW LA ESTRELLA FOODS INC.",2003267,348383,5800,"B","3003 W 63RD ST",60629,"CHICAGO LAWN",66,15,17031660600,170316606005000,1157424.76811927,1862672.6416905,41.7789315569,-87.6984170935,"(41.7789315569, -87.6984170935)",64,21867,58,319,31,44,"chicagolawn",66,"Chicago Lawn",20.1,9.4,78.4,10.8,67.4,11.1,22.2,6.5,40,31.6,14405,11.9
353,"STEVE FOOD & LIQUOR",47965,11529,3500,"B","6058 S RACINE AVE",60636,"WEST ENGLEWOOD",67,16,17031670900,170316709001004,1169324.29587582,1864367.90450509,41.7833341838,-87.6547432794,"(41.7833341838, -87.6547432794)",65,22257,23,278,2,19,"westenglewood",67,"West Englewood",20.3,16.1,63.6,13.8,116.9,13.3,32.3,6.9,40.9,30.3,10559,34.7
354,"KRAKUS DELI,  INC",1222467,229704,3500,"B","5155 W ADDISON ST",60641,"PORTAGE PARK",15,38,17031151001,170311510011000,1141134.00892008,1923401.78958098,41.9458951009,-87.7566458523,"(41.9458951009, -87.7566458523)",15,22618,21,114,17,25,"portagepark",15,"Portage Park",14.2,6.9,79.8,8.7,41.7,4.7,12.3,4.4,34.6,18.7,23617,10.6
