"uid","store_name","license_id","account_number","square_feet","buffer_size","address","zip_code","community_area_name_x","community_area_x","ward","census_tract","census_block","x_coordinate","y_coordinate","latitude","longitude","location","community_areas","zip_codes","boundaries_zip_codes","census_tracts","wards","computed_region_awaf_s7ux","KEY","community_area_y","community_area_name_y","birth_rate","low_birth_weight","prenatal_care_beginning_in_first_trimester","preterm_births","teen_birth_rate","infant_mortality_rate","below_poverty_level","crowded_housing","dependency","no_high_school_diploma","per_capita_income","unemployment"
425,"PARKSHORE MARKET LTD",26464,10858,2860,"B","195 N HARBOR DR",60601,"LOOP",32,42,17031320100,170313201004007,1179687.02054646,1901930.25366459,41.8861772806,-87.6155996011,"(41.8861772806, -87.6155996011)",38,14309,42,580,36,22,"loop",32,"Loop",9.4,5.3,78.2,6.9,1.3,5.7,11.1,2,15.5,3.4,67699,4.2
426,"CARNICERIA GUANAJUATO",2069477,358374,9325,"B","5250 W FULLERTON AVE",60639,"BELMONT CRAGIN",19,31,17031190702,170311907023020,1140756.18006307,1915489.20803478,41.9241891458,-87.7582297412,"(41.9241891458, -87.7582297412)",19,22615,2,80,17,7,"belmontcragin",19,"Belmont Cragin",20,6.9,74.1,7.6,68.2,5.6,18.6,10,36.9,37,15246,11.5
427,"JARDAN FOOD & LIQUOR",11226,5270,9500,"B","317 E GARFIELD BLVD",60637,"WASHINGTON PARK",40,3,17031400400,170314004001003,1179170.19460881,1868452.91102486,41.7943249341,-87.6185206053,"(41.7943249341, -87.6185206053)",7,22260,60,402,9,12,"washingtonpark",40,"Washington Park",19.3,17.7,74.9,16.9,82.6,19.3,39.1,4.9,40.9,28.3,13087,23.2
428,"LOS CUATRO HERMANOS GROCERY",7790,62837,10001,"A","1858 S ALLPORT ST",60608,"LOWER WEST SIDE",31,25,17031310600,170313106002002,1168296.8541352,1890914.2210547,41.8562022212,-87.6577449724,"(41.8562022212, -87.6577449724)",33,14920,43,365,26,8,"lowerwestside",31,"Lower West Side",16.5,4.5,80.8,8.8,49,5.4,27.2,10.4,35.2,44.3,15467,13
429,"EDDY'S FOOD MART",1879269,324962,4000,"B","7575 N ROGERS AVE",60626,"ROGERS PARK",1,49,17031010300,170310103002005,1164934.27947934,1950275.47831674,42.019164625,-87.668397288,"(42.019164625, -87.668397288)",10,21853,9,357,5,3,"rogerspark",1,"Rogers Park",16.4,11,73,11.2,40.8,6.4,22.7,7.9,28.8,18.1,23714,7.5
430,"MAYFAIR MARKET PLACE",1948869,340165,12000,"A","4728 N PULASKI RD",60630,"ALBANY PARK",14,39,140500,170311405001000,1148831.95247217,1931243.10984961,41.9672666701,-87.7281470478,"(41.9672666701, -87.7281470478)",14,21869,48,257,38,28,"albanypark",14,"Albany Park",18.3,8.5,73.3,8.3,44.5,4.9,17.1,11.2,32.1,34.9,20355,9
431,"The Unit",2021618,351168,3500,"B","2523 E 75TH ST",60649,"SOUTH SHORE",43,7,17031431302,170314313022003,1194459.42861596,1855683.5137393,41.7589223174,-87.5628760391,"(41.7589223174, -87.5628760391)",39,22538,24,245,37,43,"southshore",43,"South Shore",15.7,13.8,71.9,13.4,65.9,11.4,31.5,2.9,37.6,14.9,18366,17.7
432,"MOROLEON FOODS #2 INC.",1801622,314329,3025,"B","4257 S ROCKWELL ST",60632,"BRIGHTON PARK",58,12,17031580700,170315807003005,1159787.4969311,1876115.05537546,41.8157711158,-87.6893858973,"(41.8157711158, -87.6893858973)",55,22248,56,718,3,29,"brightonpark",58,"Brighton Park",20.6,7.2,82.7,8.3,58.1,5.9,23,13.2,39.8,48.2,13138,11.2
433,"SUPERMERCADO GUERRERO",2042000,354339,3800,"B","3100 W CERMAK RD",60623,"SOUTH LAWNDALE",30,24,17031841700,170318417001009,1156013.48818387,1889256.04643545,41.8519083675,-87.702875989,"(41.8519083675, -87.702875989)",32,21569,57,201,14,36,"southlawndale",30,"South Lawndale",19.5,7.6,85.1,9.6,77.5,5.9,28.1,17.6,33.1,58.7,10697,11.5
434,"STOP & GO FOOD MART",26776,11123,3250,"B","1622 W MONTEREY AVE",60643,"MORGAN PARK",75,34,17031750600,170317506004009,1167414.12084968,1830185.84306835,41.6895747692,-87.6627231456,"(41.6895747692, -87.6627231456)",74,22212,13,663,22,45,"morganpark",75,"Morgan Park",13.2,10.6,74.5,12.3,46.7,13.1,13.7,0.8,39.4,10.9,26185,14.9
435,"ALDI INC #92",13996,5273,19410,"A","620 W 63RD ST",60621,"ENGLEWOOD",68,16,17031680900,170316809004003,1173102.90403763,1863153.86166402,41.7799200473,-87.6409255107,"(41.7799200473, -87.6409255107)",66,21559,11,435,2,19,"englewood",68,"Englewood",20,14.5,69.7,13.1,105.3,13.4,42.2,4.8,43.4,29.4,11993,21.3
436,"FIRST CHOICE MARKET",1969290,342952,10000,"A","3019 E 91ST ST",60617,"SOUTH CHICAGO",46,10,17031461000,170314610001014,1197964.09668578,1845167.18087819,41.7299778712,-87.5503825944,"(41.7299778712, -87.5503825944)",42,21202,25,510,47,47,"southchicago",46,"South Chicago",18.1,13,75.3,15.1,76.8,17.7,28,5.9,43.1,28.2,15393,17.7
437,"KORDIAN'S MARKET",28114,11448,4610,"B","6332 W HIGGINS AVE",60630,"JEFFERSON PARK",11,45,17031110300,170311103002023,1132925.7162753,1934312.96080351,41.9759840467,-87.7865613104,"(41.9759840467, -87.7865613104)",11,21869,48,779,50,20,"jeffersonpark",11,"Jefferson Park",13.8,6.6,82.9,7.7,28.6,8.3,6.4,1.9,34.4,13.5,27280,9
438,"DOMINICK'S Finer Foods, Inc. #1695",41682,5033,26819,"A","959 W FULLERTON AVE",60614,"LINCOLN PARK",7,43,17031071100,170310711002000,1169257.27580508,1916091.0246555,41.9252682757,-87.6534875641,"(41.9252682757, -87.6534875641)",68,21190,16,744,34,51,"lincolnpark",7,"Lincoln Park",13.2,6.6,75.7,7.8,2.1,2.4,11.8,0.6,20.4,4.3,71403,4.5
439,"ALDI INC #06",13978,5273,14000,"A","5001 N PULASKI RD",60630,"ALBANY PARK",14,39,17031140302,170311403023005,1148863.36701364,1932961.41898536,41.9719812207,-87.7279868979,"(41.9719812207, -87.7279868979)",14,21849,20,127,38,28,"albanypark",14,"Albany Park",18.3,8.5,73.3,8.3,44.5,4.9,17.1,11.2,32.1,34.9,20355,9
440,"ALL STAR FOOD & LIQUOR",1922124,319069,4200,"B","2911 S ARCHER AVE",60608,"BRIDGEPORT",60,11,17031600700,170316007001000,1168263.56677189,1885550.36568435,41.8414840391,-87.6580219776,"(41.8414840391, -87.6580219776)",58,14920,43,723,48,26,"bridgeport",60,"Bridgeport",11.7,8,80.3,11.4,28.4,8,17.3,4.8,32.3,25.6,24969,11.2
441,"SHOP WISE FOOD",1334440,259101,6000,"B","316 W 103RD ST",60628,"ROSELAND",49,9,17031490700,170314907003028,1175916.55150611,1836666.9231696,41.7071739515,-87.6314024214,"(41.7071739515, -87.6314024214)",45,21861,19,569,43,30,"roseland",49,"Roseland",14.3,12.2,69,12.8,79.7,9.6,19.5,3.1,40.9,17.4,17974,17.8
442,"H & A FOOD MARKET, INC.",1379268,217567,2500,"B","1007 W 63RD ST",60621,"ENGLEWOOD",68,16,17031681000,170316810004004,1170635.73391717,1863004.58929834,41.7795645849,-87.6499748357,"(41.7795645849, -87.6499748357)",66,21559,11,436,2,19,"englewood",68,"Englewood",20,14.5,69.7,13.1,105.3,13.4,42.2,4.8,43.4,29.4,11993,21.3
443,"GEMELOS FOOD/ CHECK CASHING SERVICES",1045757,203580,6600,"B","4300 S MOZART ST",60632,"BRIGHTON PARK",58,14,17031580502,170315805023027,1158040.54919164,1875978.45083464,41.815432001,-87.69579779,"(41.815432001, -87.69579779)",55,22248,56,156,3,49,"brightonpark",58,"Brighton Park",20.6,7.2,82.7,8.3,58.1,5.9,23,13.2,39.8,48.2,13138,11.2
444,"ALDI #32",1975885,5273,16924,"A","1840 N CLYBOURN AVE",60614,"LINCOLN PARK",7,32,17031832600,170318326002019,1168978.24436791,1912136.79182191,41.9144237141,-87.654627843,"(41.9144237141, -87.654627843)",68,21190,16,168,11,16,"lincolnpark",7,"Lincoln Park",13.2,6.6,75.7,7.8,2.1,2.4,11.8,0.6,20.4,4.3,71403,4.5
445,"SUPERIOR NUT & CANDY  CO.I INC.",1122087,26728,10005,"A","1111 W 40TH ST",60609,"NEW CITY",61,11,17031842600,170318426002016,1169479.08333999,1878079.69632009,41.820957494,-87.6537783218,"(41.820957494, -87.6537783218)",59,14924,37,123,48,26,"newcity",61,"New City",21.4,11.8,75.9,12.2,94.3,7.9,30.6,12.2,42,42.4,12524,17.4
446,"LA PERLA TAPATIA BAKERY",1698,85292,3000,"B","4214 W NORTH AVE",60639,"HUMBOLDT PARK",23,30,17031230500,170312306004000,1147938.53808901,1910338.45087846,41.909919754,-87.731971257,"(41.909919754, -87.731971257)",24,22615,2,285,49,27,"humboldtpark",23,"Humboldt Park",19.2,12.3,70.9,11.7,77.9,9.8,32.6,11.2,38.3,36.8,13391,12.3
447,"RIO GRANDE FRUIT MARKET, INC.",1042285,201574,3750,"B","3501 W NORTH AVE",60647,"HUMBOLDT PARK",23,26,17031230800,170312308001000,1152725.35739213,1910369.20446919,41.9099107051,-87.7143855102,"(41.9099107051, -87.7143855102)",24,22535,5,422,49,10,"humboldtpark",23,"Humboldt Park",19.2,12.3,70.9,11.7,77.9,9.8,32.6,11.2,38.3,36.8,13391,12.3
448,"MIARA'S CONT'L PASTRY DELI INC",10400,4623,5000,"B","7051 W ADDISON ST",60634,"DUNNING",17,36,17031171000,170311710005004,1128545.07802899,1923079.50918506,41.9452338231,-87.8029266385,"(41.9452338231, -87.8029266385)",17,22254,52,396,19,39,"dunning",17,"Dunning",12.5,6.8,82.7,9.9,19.9,4.9,8.3,4.8,34.9,18,26347,8.6
449,"J AND P FINER FOODS",1567,299,4500,"B","3501 W MONTROSE AVE",60618,"IRVING PARK",16,33,17031160501,170311605012002,1152248.064584,1928979.61591476,41.9609885935,-87.7156463163,"(41.9609885935, -87.7156463163)",16,21538,39,56,12,2,"irvingpark",16,"Irving Park",15.8,7.7,79.9,10.2,37,5.3,10.8,5.6,31.6,22,26713,10.3
450,"NEIL'S FOOD",1998505,221849,3500,"B","7749 S HALSTED ST",60620,"AUBURN GRESHAM",71,17,17031710100,170317101001007,1172356.94917831,1853275.98927996,41.7528304183,-87.6439505248,"(41.7528304183, -87.6439505248)",70,21554,59,556,31,17,"auburngresham",71,"Auburn Gresham",15.1,11.6,71.8,13.9,83.1,15.6,24.5,4.1,42.1,19.5,16022,24.2
451,"CHICAGO FOOD CORP",1169745,11429,10000,"A","5800 N PULASKI RD",60646,"NORTH PARK",13,39,17031130200,170311302001009,1148643.5223883,1938042.3883606,41.9859279924,-87.7286634185,"(41.9859279924, -87.7286634185)",13,22532,18,748,38,28,"northpark",13,"North Park",10.9,9.7,79.1,10.2,10.5,5.4,12.4,3.8,39.7,18.2,24941,7.5
452,"JEWEL FOOD STORE #3443",1323,259,25356,"A","5343 N BROADWAY",60640,"EDGEWATER",77,48,17031030703,170310307031001,1167382.75874657,1935813.54223212,41.9794282549,-87.6598058547,"(41.9794282549, -87.6598058547)",76,22616,15,160,16,40,"edgewater",77,"Edgewater",12.1,7.5,76.1,7.4,15.1,6.9,16.6,3.9,23.4,9,33364,9
453,"JEWEL FOOD STORE #3470",1382,259,24815,"A","3570 N ELSTON AVE",60618,"AVONDALE",21,35,17031831100,170318311001001,1154304.81353241,1923553.34275497,41.946057604,-87.7082301098,"(41.946057604, -87.7082301098)",22,21538,39,138,12,15,"avondale",21,"Avondale",18.5,7.3,74.4,7.5,63.4,5.7,14.6,5.8,30.4,25.7,20489,9.3
454,"5659 W. DIVERSEY",1575023,277375,4000,"B","5659 W DIVERSEY AVE",60639,"BELMONT CRAGIN",19,30,17031190602,170311906022001,1137914.08103042,1918001.65398075,41.9311354035,-87.7686121306,"(41.9311354035, -87.7686121306)",19,22615,2,58,21,27,"belmontcragin",19,"Belmont Cragin",20,6.9,74.1,7.6,68.2,5.6,18.6,10,36.9,37,15246,11.5
455,"MACIAS PRODUCE INC.",1648017,297549,7000,"B","8933 S COMMERCIAL AVE",60617,"SOUTH CHICAGO",46,10,17031833900,170318339001015,1197739.28003668,1846169.37984412,41.7327335949,-87.5511727836,"(41.7327335949, -87.5511727836)",42,21202,25,175,47,47,"southchicago",46,"South Chicago",18.1,13,75.3,15.1,76.8,17.7,28,5.9,43.1,28.2,15393,17.7
456,"DILILAH GROCERY",1986580,346168,3125,"B","1759 W 21ST ST",60608,"LOWER WEST SIDE",31,25,17031310800,170313108003012,1164727.48682039,1890072.17258784,41.8539678804,-87.6708701882,"(41.8539678804, -87.6708701882)",33,14920,43,343,26,8,"lowerwestside",31,"Lower West Side",16.5,4.5,80.8,8.8,49,5.4,27.2,10.4,35.2,44.3,15467,13
457,"DOMINICK'S # 304/2304",41617,5033,10001,"A","2550 N CLYBOURN AVE",60614,"LINCOLN PARK",7,32,17031070700,170310707002005,1163869.57125545,1916997.68754867,41.9278717231,-87.6732588146,"(41.9278717231, -87.6732588146)",68,21190,16,743,40,16,"lincolnpark",7,"Lincoln Park",13.2,6.6,75.7,7.8,2.1,2.4,11.8,0.6,20.4,4.3,71403,4.5
458,"OUTLET KINGDOM",2054475,356046,4000,"B","3449 S HALSTED ST",60608,"BRIDGEPORT",60,11,17031839700,170318397002011,1171577.64131184,1881783.37887493,41.8310749437,-87.6459711122,"(41.8310749437, -87.6459711122)",58,14920,40,171,48,26,"bridgeport",60,"Bridgeport",11.7,8,80.3,11.4,28.4,8,17.3,4.8,32.3,25.6,24969,11.2
459,"LA INTERNATIONAL",57700,18542,3000,"B","4301 S ARCHER AVE",60632,"BRIGHTON PARK",58,14,17031580502,170315805021004,1156338.84613608,1875918.03727884,41.8153006937,-87.7020416008,"(41.8153006937, -87.7020416008)",55,22248,56,156,3,49,"brightonpark",58,"Brighton Park",20.6,7.2,82.7,8.3,58.1,5.9,23,13.2,39.8,48.2,13138,11.2
460,"PETE'S PRODUCE",1448266,271341,10000,"A","1411 W 87TH ST",60620,"AUBURN GRESHAM",71,21,17031711400,170317114001001,1168376.32150496,1847018.23087333,41.7357448514,-87.6587177057,"(41.7357448514, -87.6587177057)",70,21554,59,533,13,18,"auburngresham",71,"Auburn Gresham",15.1,11.6,71.8,13.9,83.1,15.6,24.5,4.1,42.1,19.5,16022,24.2
461,"CALMA OPTIMAL DELI, INC.",1991322,346718,3000,"B","5155 W ADDISON ST",60641,"PORTAGE PARK",15,38,17031151001,170311510011000,1141134.00892008,1923401.78958098,41.9458951009,-87.7566458523,"(41.9458951009, -87.7566458523)",15,22618,21,114,17,25,"portagepark",15,"Portage Park",14.2,6.9,79.8,8.7,41.7,4.7,12.3,4.4,34.6,18.7,23617,10.6
462,"HARBOR MARKET",44759,16473,4200,"B","155 N HARBOR DR",60601,"LOOP",32,42,17031320100,170313201004020,1179690.1829932,1901410.33938393,41.8847505385,-87.6156039565,"(41.8847505385, -87.6156039565)",38,14309,42,580,36,22,"loop",32,"Loop",9.4,5.3,78.2,6.9,1.3,5.7,11.1,2,15.5,3.4,67699,4.2
463,"SWEQI FOOD MART, INC.",2055024,356315,2600,"B","4100 W NORTH AVE",60639,"HUMBOLDT PARK",23,30,17031230500,170312306001001,1148781.2363983,1910359.36250027,41.9099608832,-87.7288749604,"(41.9099608832, -87.7288749604)",24,22615,2,285,49,27,"humboldtpark",23,"Humboldt Park",19.2,12.3,70.9,11.7,77.9,9.8,32.6,11.2,38.3,36.8,13391,12.3
464,"WALLY'S MARKET INC",72825,21938,33000,"A","6601 W IRVING PARK RD",60634,"DUNNING",17,38,17031170300,170311703001003,1131673.89137413,1925827.77372274,41.9527216579,-87.7913622126,"(41.9527216579, -87.7913622126)",17,22254,52,444,19,25,"dunning",17,"Dunning",12.5,6.8,82.7,9.9,19.9,4.9,8.3,4.8,34.9,18,26347,8.6
465,"SAVEWAY FOOD",1594450,290756,3000,"B","313 E 43RD ST",60653,"GRAND BOULEVARD",38,3,17031835800,170318358001004,1178918.69619302,1876526.87030996,41.8164863247,-87.6191968314,"(41.8164863247, -87.6191968314)",4,4301,36,162,9,12,"grandboulevard",38,"Grand Boulevard",14.3,12.7,74.2,13.7,54.8,12.1,28.3,2.7,41.7,19.4,22056,20.6
466,"CARNICERIA&FRUTERIA EL MITOTE",49322,17160,4500,"B","4459 W BELMONT AVE",60641,"HERMOSA",20,31,17031200100,170312001003000,1145834.31470296,1920855.40363832,41.9388195147,-87.7394338028,"(41.9388195147, -87.7394338028)",21,22618,21,411,17,7,"hermosa",20,"Hermosa",20.3,6.7,77.5,8.8,69.7,9.3,19.1,8.4,36.3,41.9,15411,12.9
467,"LEMEN SUN CORP.",28022,11427,3600,"B","2832 S WENTWORTH AVE",60616,"ARMOUR SQUARE",34,11,17031340400,170313404001020,1175376.92230157,1885651.26918079,41.8416044818,-87.6319155034,"(41.8416044818, -87.6319155034)",35,21194,40,346,48,26,"armoursquare",34,"Armour Square",11.5,12.4,79.1,11.8,16.2,1.5,35.8,5.9,37.9,37.5,16942,11.6
468,"SUPER DOLLAR DISCOUNT",2032403,353027,3500,"B","4801 S ASHLAND AVE",60609,"NEW CITY",61,20,17031611200,170316112002007,1166523.00769392,1872858.61841435,41.8066939242,-87.6647716526,"(41.8066939242, -87.6647716526)",59,14924,37,677,4,53,"newcity",61,"New City",21.4,11.8,75.9,12.2,94.3,7.9,30.6,12.2,42,42.4,12524,17.4
469,"SAVE-A-LOT  #862",1353496,216203,14800,"A","4701 S COTTAGE GROVE AVE",60615,"KENWOOD",39,4,17031390400,170313904002002,1182423.86196223,1874006.37894934,41.8094892465,-87.6064174294,"(41.8094892465, -87.6064174294)",5,21192,10,461,10,1,"kenwood",39,"Kenwood",12.2,11.4,77.6,11.9,25.7,8.9,23.1,2.3,34.2,10.8,37519,11
470,"TREASURE ISLAND FOODS",1307,85291,10001,"A","1639 N WELLS ST",60614,"LINCOLN PARK",7,43,17031071500,170310715005003,1174435.97950417,1911410.98267431,41.9123117952,-87.6345988555,"(41.9123117952, -87.6345988555)",68,21190,16,271,11,51,"lincolnpark",7,"Lincoln Park",13.2,6.6,75.7,7.8,2.1,2.4,11.8,0.6,20.4,4.3,71403,4.5
471,"OGIES FOOD, INC",26972,11210,10001,"A","2600 W LITHUANIAN PLAZA CT",60629,"CHICAGO LAWN",66,15,17031660900,170316609003018,1160212.86913825,1858843.11158372,41.7683658358,-87.6883009077,"(41.7683658358, -87.6883009077)",64,21867,58,383,31,44,"chicagolawn",66,"Chicago Lawn",20.1,9.4,78.4,10.8,67.4,11.1,22.2,6.5,40,31.6,14405,11.9
472,"SUPERMERCADO EL GUERO #10 INC",39978,10046,10001,"A","4023 S ARCHER AVE",60632,"BRIGHTON PARK",58,12,17031580600,170315806002005,1158673.0725754,1877860.26829122,41.8205830407,-87.693426166,"(41.8205830407, -87.693426166)",55,22248,56,641,1,29,"brightonpark",58,"Brighton Park",20.6,7.2,82.7,8.3,58.1,5.9,23,13.2,39.8,48.2,13138,11.2
473,"TRADER JOE'S",1991799,211718,15000,"A","3745 N LINCOLN AVE",60613,"NORTH CENTER",5,47,17031050600,170310506002002,1163151.37517431,1925042.09426216,41.9499611711,-87.6756711293,"(41.9499611711, -87.6756711293)",46,21186,53,644,18,13,"northcenter",5,"North Center",22.4,9.1,80.4,9.8,8.4,2.7,7.1,0.2,25.5,5.4,51615,4.5
474,"DOMINICK'S",1969836,5033,59488,"A","6623 N DAMEN AVE",60645,"WEST RIDGE",2,50,17031020500,170310205003006,1161793.53830752,1944077.420998,42.0022233751,-87.680128828,"(42.0022233751, -87.680128828)",20,21853,9,320,27,42,"westridge",2,"West Ridge",17.3,8.1,71.1,8.3,29.9,5.1,15.1,7,38.3,19.6,21375,7.9
475,"ALDI'S #08",1743166,5273,16890,"A","7333 S STATE ST",60619,"GREATER GRAND CROSSING",69,6,17031691000,170316910003005,1177594.9036083,1856252.2602476,41.760880872,-87.6246657846,"(41.760880872, -87.6246657846)",67,21546,61,474,32,31,"greatergrandcrossing",69,"Greater Grand Crossing",18.2,12.9,72.3,15.1,84.3,14.2,25.6,4.2,42.9,17.9,17213,18.9
476,"ALDI",1959623,5273,15680,"A","6221 N BROADWAY",60660,"EDGEWATER",77,49,17031030103,170310301031003,1167209.18388362,1941564.02319156,41.9952114602,-87.6602779929,"(41.9952114602, -87.6602779929)",76,4451,14,45,16,3,"edgewater",77,"Edgewater",12.1,7.5,76.1,7.4,15.1,6.9,16.6,3.9,23.4,9,33364,9
477,"FAIRPLAY FOODS INC",10947,86481,18500,"A","2323 W 111TH ST",60643,"MORGAN PARK",75,19,17031750500,170317505001002,1162749.7570969,1830916.86666916,41.691679204,-87.6797791725,"(41.691679204, -87.6797791725)",74,22212,13,378,42,33,"morganpark",75,"Morgan Park",13.2,10.6,74.5,12.3,46.7,13.1,13.7,0.8,39.4,10.9,26185,14.9
478,"HILLTOP LIQUORS MART",788,148,3200,"B","10259 S MICHIGAN AVE",60628,"ROSELAND",49,9,17031490800,170314908005007,1179014.45736926,1836719.35428955,41.7072479748,-87.620056364,"(41.7072479748, -87.620056364)",45,21861,19,570,43,30,"roseland",49,"Roseland",14.3,12.2,69,12.8,79.7,9.6,19.5,3.1,40.9,17.4,17974,17.8
479,"BIG APPLE FINER FOODS INC",4900,3297,9000,"B","2345 N CLARK ST",60614,"LINCOLN PARK",7,43,17031071400,170310714003003,1172948.70566719,1916010.4922481,41.9249661791,-87.639926019,"(41.9249661791, -87.639926019)",68,21190,16,207,34,51,"lincolnpark",7,"Lincoln Park",13.2,6.6,75.7,7.8,2.1,2.4,11.8,0.6,20.4,4.3,71403,4.5
480,"AVENUE FOOD MAR INC",1246771,20727,18000,"A","6850 W BELMONT AVE",60634,"DUNNING",17,36,17031171000,170311710003022,1129966.48055997,1920538.73039181,41.938237376,-87.7977603483,"(41.938237376, -87.7977603483)",17,22254,52,396,44,39,"dunning",17,"Dunning",12.5,6.8,82.7,9.9,19.9,4.9,8.3,4.8,34.9,18,26347,8.6
481,"FRESH FARMS INTERNATIONAL",30144,12018,9500,"B","2626 W DEVON AVE",60659,"WEST RIDGE",2,50,17031020602,170310206023013,1157511.1764635,1942409.79319185,41.9977359091,-87.6959288805,"(41.9977359091, -87.6959288805)",20,4450,12,41,27,42,"westridge",2,"West Ridge",17.3,8.1,71.1,8.3,29.9,5.1,15.1,7,38.3,19.6,21375,7.9
482,"LAKE VIEW FOODS INC",2055,408,3100,"B","4106 N SHERIDAN RD",60613,"UPTOWN",3,46,17031032100,170310321003005,1168818.56701621,1927666.09155807,41.9570402995,-87.6547628922,"(41.9570402995, -87.6547628922)",31,21186,53,577,39,37,"uptown",3,"Uptown",13.1,8.3,77.7,10.3,35.1,6.5,22.7,4.6,22.2,13.6,32355,7.7
483,"THE CELLAR",1574603,286737,5000,"B","3106 N HARLEM AVE",60634,"DUNNING",17,36,17031170900,170311709001018,1127497.70744947,1919931.53867148,41.9366131328,-87.8068475211,"(41.9366131328, -87.8068475211)",17,22254,51,424,7,39,"dunning",17,"Dunning",12.5,6.8,82.7,9.9,19.9,4.9,8.3,4.8,34.9,18,26347,8.6
484,"MARIANO'S FRESH MARKET #8507",2163771,360006,,"A","5353 N ELSTON AVE",60630,"JEFFERSON PARK",11,45,17031110100,170311000000000,1140915.424,1935358.818,41.97871026,-87.75715377,"(41.97871026, -87.75715377)",11,21869,48,701,38,20,"jeffersonpark",11,"Jefferson Park",13.8,6.6,82.9,7.7,28.6,8.3,6.4,1.9,34.4,13.5,27280,9
485,"RAINBOW GROCERY",61801,19562,2500,"B","2003 W 69TH ST",60636,"WEST ENGLEWOOD",67,17,17031671500,170316715002005,1164163.50898604,1858859.40603701,41.7683283348,-87.673819384,"(41.7683283348, -87.673819384)",65,22257,23,283,31,17,"westenglewood",67,"West Englewood",20.3,16.1,63.6,13.8,116.9,13.3,32.3,6.9,40.9,30.3,10559,34.7
486,"CARNICERIA LA HACIENDA, INC.",1492826,276948,4000,"B","3459 W 59TH ST",60629,"CHICAGO LAWN",66,16,17031660400,170316604004000,1154081.81819698,1865232.91193245,41.786024401,-87.7106047774,"(41.786024401, -87.7106047774)",64,21867,58,344,6,19,"chicagolawn",66,"Chicago Lawn",20.1,9.4,78.4,10.8,67.4,11.1,22.2,6.5,40,31.6,14405,11.9
487,"CICERO DELI INC.",20884,8639,3600,"B","3206 N CICERO AVE",60641,"PORTAGE PARK",15,30,17031151002,170311510024009,1143769.20280918,1920923.96793105,41.93904667,-87.7470219655,"(41.93904667, -87.7470219655)",15,22618,21,115,17,27,"portagepark",15,"Portage Park",14.2,6.9,79.8,8.7,41.7,4.7,12.3,4.4,34.6,18.7,23617,10.6
488,"K BUENA",1999075,65396,3500,"B","4322 W MARQUETTE RD",60629,"WEST LAWN",65,13,17031650301,170316503012017,1148569.65661357,1859858.28216542,41.7713833198,-87.7309533689,"(41.7713833198, -87.7309533689)",63,21867,58,6,15,23,"westlawn",65,"West Lawn",18.8,7.6,83.5,8.3,44.6,8.4,15.3,6.8,41.9,33.4,15898,7.8
489,"JEWEL FOOD STORE #3210",1333,259,23845,"A","1210 N CLARK ST",60610,"NEAR NORTH SIDE",8,42,17031080202,170310802021001,1175275.32289022,1908485.46250831,41.9042652283,-87.6316032946,"(41.9042652283, -87.6316032946)",37,14926,54,17,11,22,"nearnorthside",8,"Near North Side",10.7,8.6,69.7,9.6,34,6.5,13.4,2,23.3,3.4,87163,5.2
490,"NANCY FOODS INC",79959,23327,2500,"B","12315 S STATE ST",60628,"WEST PULLMAN",53,9,17031530600,170315306002026,1178520.74795008,1823233.6333488,41.6702523999,-87.6222719562,"(41.6702523999, -87.6222719562)",50,21861,19,504,43,30,"westpullman",53,"West Pullman",15.3,14.9,71.3,14.4,67.8,11.9,24.3,3.3,42.2,22.6,16228,17
491,"WINDY CITY INC",24289,9833,4225,"B","324 S CICERO AVE",60644,"AUSTIN",25,24,17031252202,170312522025003,1144408.89294698,1897932.78407471,41.8759443554,-87.7452502275,"(41.8759443554, -87.7452502275)",26,22216,32,69,23,36,"austin",25,"Austin",18,15.4,72.9,14.3,81.8,13.3,27,5.7,39,25,15920,21
492,"ONE STOP FOOD & LIQUOR STORE",1094,205,58000,"A","4301 S LAKE PARK AVE",60653,"KENWOOD",39,4,17031390100,170313901001006,1184507.88631985,1876712.03942412,41.8168651481,-87.5986888442,"(41.8168651481, -87.5986888442)",5,4301,36,450,10,1,"kenwood",39,"Kenwood",12.2,11.4,77.6,11.9,25.7,8.9,23.1,2.3,34.2,10.8,37519,11
493,"D & A FOOD & LIQUOR",46444,7945,5500,"B","1601 W GARFIELD BLVD",60636,"WEST ENGLEWOOD",67,15,17031670300,170316703002005,1166596.81632756,1868070.92675433,41.793554363,-87.6646375512,"(41.793554363, -87.6646375512)",65,22257,23,385,2,44,"westenglewood",67,"West Englewood",20.3,16.1,63.6,13.8,116.9,13.3,32.3,6.9,40.9,30.3,10559,34.7
494,"ULTRA FOODS",1741082,308026,87600,"A","3250 W 87TH ST",60652,"ASHBURN",70,18,17031700402,170317004023025,1156151.77564444,1846754.04073167,41.7352740895,-87.7035112835,"(41.7352740895, -87.7035112835)",69,4300,8,198,30,6,"ashburn",70,"Ashburn",14.7,9,82.4,11.3,38.3,10.2,9.5,4.2,36.7,18.3,22078,8.8
495,"PETE'S FRESH SUPERMARKET",1771242,312119,75000,"A","2526 W CERMAK RD",60608,"SOUTH LAWNDALE",30,28,17031840700,170318407003019,1159779.46691811,1889354.07150938,41.8521006532,-87.6890511106,"(41.8521006532, -87.6890511106)",32,14920,43,203,23,11,"southlawndale",30,"South Lawndale",19.5,7.6,85.1,9.6,77.5,5.9,28.1,17.6,33.1,58.7,10697,11.5
