address,categories,city,cuisines,latitude,longitude,name,neighborhoods,postalCode
10943 S Western Ave,"Restaurant,American Restaurants,Seafood Restaurants,Seafood restaurants,Seafood,fast food restaurant,Take Out Restaurants,Chicken Restaurants,Spare rib restaurants,Chicken restaurants,Restaurants",Chicago,"Seafood Restaurants,Seafood",41.694301,-87.680989,J and J Fish and Chicken Co,"Far South Chicago, West Morgan Park,Beverly/Morgan Park",60643
1326 W Morse Avenue,"Pizza,American Restaurants,Caterers,Fast Food Restaurants,Take Out Restaurants,Restaurants,Italian Restaurants",Chicago,"Take Out,Caterers,Italian,American,Fast Food Restaurants,Take Out Restaurants,Fast Food,European,Restaurants,Italian Restaurants,Pizza,American Restaurants,Continental",42.00826,-87.66484,J B Alberto's Pizza,"North Side,Rogers Park",60626
1206 W 51st St,"Restaurant,Greek Restaurants,Turkish restaurants,Mediterranean Restaurants,Fast Food Restaurants,Armenian restaurants,Greek restaurants,Restaurants",Chicago,"Greek,Greek Restaurants",41.80169,-87.6554,J B Gyros,"Back of the Yards, Southwest Side",60609
1861 W 87th Street,"Seafood Restaurants,Seafood,Fast Food Restaurants,Take Out Restaurants,Restaurants",Chicago,"Take Out,Seafood Restaurants,Seafood,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants",41.73561,-87.67005,J J Fish,"South Side,Gresham",60620
1116 S Kedzie Ave,"Restaurant,Seafood,Fast Food,food,Restaurants",Chicago,"Seafood,Fast Food,Chinese,Chicken",41.867732,-87.705987,Jacks Fish Chicken N More,Lawndale,60612
100 W 111th St,"Sandwich Place and Fast Food Restaurant,Chicken Wings,Sandwich Place and Fast Food Restaurant Roseland,Fast Food Restaurant,Barbecue Restaurants,Catering,Sandwich Place,Restaurants,Sandwich Shops",Chicago,"Hamburgers,Restaurants",41.692745,-87.626237,Jacks Wings and Sandwiches,"Roseland, Far Southeast Side",60628
5415 S Pulaski Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"American,Burgers,Hot Dogs,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants",41.79452,-87.7228,Jacky's Hot Dogs,"Southwest Side,West Elsdon",60632
1781 N Clybourn Avenue,"Mexican Restaurants,Family Style Restaurants,Fast Food Restaurants,Latin American Restaurants,Restaurants",Chicago,"Mexican Restaurants,Family Style Restaurants,Fast Food Restaurants,Latin American Restaurants,Restaurants,Family Style,Mexican,Fast Food,Latin American",41.91361,-87.65288,Jaimito's Burritos,"DePaul,North Side,Ranch Triangle",60614
9900 S Western Avenue,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Restaurants,Burgers,American,Hot Dogs,Fast Food",41.71347,-87.68225,Janson's Drive In,"Far South Chicago,Beverly,West Beverly",60643
1030 N Clark Street,"Sandwich Shops,Fast Food Restaurants",Chicago,"Sandwich Shops,Fast Food Restaurants,Sandwiches,Fast Food",41.90134,-87.6318,Jimmy John's,"Central Chicago,Near North Side",60610
46 E Chicago Avenue,"Sandwich Shops,Fast Food Restaurants",Chicago,"Sandwich Shops,Fast Food Restaurants,Sandwiches,Fast Food",41.89679,-87.62646,Jimmy John's,"Central Chicago,Near North Side",60611
216 W Washington Street,"Sandwich Shops,Fast Food Restaurants",Chicago,"Sandwich Shops,Fast Food Restaurants,Sandwiches,Fast Food",41.88332,-87.63467,Jimmy John's,"The Loop,Central Chicago",60606
6 E Madison Street,"Auto Transporting,Fast Food Restaurants,Automotive,Sandwich Shops",Chicago,"Sandwich Shops,Fast Food Restaurants,Sandwiches,Fast Food",41.88212,-87.62762,Jimmy John's,"Central Chicago,The Loop",60602
974 W 35th Place,"Sandwich Shops,Fast Food Restaurants",Chicago,"Sandwich Shops,Fast Food Restaurants,Sandwiches,Fast Food",41.82989,-87.65055,Jimmy John's,"Southwest Side,Bridgeport",60609
4021 N Milwaukee Avenue,"Sandwich Shops,Fast Food Restaurants",Chicago,"Sandwich Shops,Fast Food Restaurants,Sandwiches,Fast Food",41.95396,-87.74811,Jimmy John's,"Portage Park,Northwest Side",60641
6153 N Broadway Street,"Sandwich Shops,Fast Food Restaurants",Chicago,"Sandwich Shops,Fast Food Restaurants,Sandwiches,Fast Food",41.9938,-87.66004,Jimmy John's,"North Side,Edgewater",60660
3234 W Foster Avenue,"Sandwich Shops,Fast Food Restaurants",Chicago,"Sandwich Shops,Fast Food Restaurants,Sandwiches,Fast Food",41.9758,-87.71015,Jimmy John's,"Northwest Side,North Park",60625
205 W Monroe St Ste 2,"Restaurant,Fast Food Restaurants,Restaurants,Sandwich Shops",Chicago,"Sandwich Shops,Fast Food Restaurants,Sandwiches,Fast Food",41.88038,-87.63411,Jimmy Johns,"Central Chicago,The Loop",60606
119 E 75th Street,"Hamburgers and Hot Dogs,American Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Hamburgers and Hot Dogs,American Restaurants,Fast Food Restaurants,Restaurants,Burgers,American,Hot Dogs,Fast Food",41.75808,-87.62046,Jimmy's Famous Burgers,"South Side,Chatham",60619
4000 W Grand Avenue,"Fast Food Restaurants,American Restaurants,Caterers,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,American Restaurants,Caterers,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Take Out Restaurants,Burgers,American,Take Out,Hot Dogs,Fast Food",41.90661,-87.72669,Jimmy's Red Hots,"West Humboldt Park,Northwest Side,Humboldt Park",60651
6814 S Stony Island Ave,"Fast Food Restaurant and Fried Chicken Joint Grand Crossing,Fried Chicken Joint,Fast Food Restaurant",Chicago,,41.771055,-87.586547,JJ Fish,"South Shore, South Side",60649
26 E Adams St,"Restaurant,Fast Food Restaurants,Chicken Restaurants,Restaurants",Chicago,"Seafood,Chicken Restaurants",41.879535,-87.626738,JJ Fish and Chicken,"Central Chicago, The Loop",60603
2518 E 79th St,"Greek Restaurants,Turkish restaurants,Mediterranean Restaurants,Fast Food Restaurants,Armenian restaurants,Greek restaurants,Restaurants",Chicago,"Greek Restaurants,Fast Food Restaurants,Mediterranean Restaurants,Restaurants,Mediterranean,Greek,Fast Food,European,Continental",41.75184,-87.56302,Joji Gyros,"Far South Chicago,South Shore,Far South Chicago, South Shore",60649
1234 N Halsted Street,"Indian Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Seafood,Indian,Fast Food Restaurants,Indian Curry,Indian Restaurants,Restaurants",41.9045,-87.64823,Kaybee's Indian Flavor,"Central Chicago,Goose Island",60642
748 W Diversey Parkway,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants,Chicken,Take Out,Fast Food",41.93278,-87.64801,KFC,"Lincoln Park,North Side,Lake View East,Lakeview,Park West",60614
4200 W 55th Street,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants,Chicken,Fast Food",41.79343,-87.72823,Kfc,"West Elsdon,Southwest Side",60632
8307 S South Chicago Avenue,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants,Chicken,Fast Food",41.74409,-87.57459,Kfc,"Far South Chicago,South Chicago",60617
1914 W 79th Street,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants,Chicken,Fast Food",41.75049,-87.67102,Kfc,"South Side,Gresham",60620
S Indianapolis Avenue,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants,Chicken,Fast Food",41.70312,-87.52542,Kfc,"Far South Chicago,East Side",60617
6732 N Western Avenue,"Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants",Chicago,"Fast Food Restaurants,Take Out Restaurants,Fast Food,Chicken,Chicken Restaurants,Restaurants",42.00419,-87.69042,Kfc,"West Ridge,North Side",60645
5233 N Milwaukee Avenue,"Greek Restaurants,Caterers,Fast Food Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Mediterranean Restaurants,Restaurants",Chicago,"Greek Restaurants,Caterers,Fast Food Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Mediterranean Restaurants,Restaurants,Burgers,Mediterranean,Greek,American,Hot Dogs,Fast Food",41.97553,-87.76721,King's Gyros,"Northwest Side,Jefferson Park",60630
2237 W 95th St,"Restaurant,Caribbean Restaurant and Fast Food Restaurant,Chicken Restaurants,Caribbean Restaurant and Fast Food Restaurant Beverly,Restaurants",Chicago,Chicken Restaurants,41.720902,-87.678683,Kingston's Jerk Chicken,"Far South Chicago, Beverly",60643
2057 E 95th Street,"Take Out Restaurants,Chinese Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Take Out Restaurants,Chinese Restaurants,Fast Food Restaurants,Restaurants,Asian,Take Out,Fast Food,Chinese",41.72242,-87.57321,Kwei Iin Carry-Out,"Jeffrey Manor,South Deering,Far South Chicago",60617
3632 N Pulaski Road,"Wedding Reception Locations and Services,Take Out Restaurants,Fast Food Restaurants,Banquet Halls and Reception Facilities,Family Style Restaurants,Restaurants,Italian Restaurants,Pizza,American Restaurants,Seafood Restaurants,Cocktail Lounges,Bar and Grills,Sandwich Shops,Bars",Chicago,"Wedding Reception Locations and Services,Take Out,Italian,American,Seafood,Take Out Restaurants,Fast Food Restaurants,Fast Food,Banquet Halls and Reception Facilities,Family Style Restaurants,European,Restaurants,Italian Restaurants,Pizza,Family Style,American Restaurants,Seafood Restaurants,Cocktail Lounges,Bar and Grills,Continental,Sandwiches,Sandwich Shops,Bars",41.94783,-87.72776,Lavilla Restaurant Pizzeria,"The Villa,Northwest Side,Old Irving Park",60641
2120 S Canal Street,"American Restaurants,Caterers,Seafood Restaurants,Take Out Restaurants,Fast Food Restaurants,Fish and Seafood Markets,Restaurants",Chicago,"American Restaurants,Take Out,Caterers,Seafood Restaurants,American,Seafood,Take Out Restaurants,Fast Food Restaurants,Fast Food,Fish and Seafood Markets,Restaurants",41.85407,-87.63891,Lawrence's Fisheries Inc,"Armour Square,Southwest Side,Chinatown",60616
3135 W Addison St,"Pizza,Carry-out food,Restaurant,Take Out Restaurants,Fast Food,Pizza Place,Internet and online advertising,Restaurants",Chicago,"Pizza,Take Out,Wings,Take Out Restaurants,Fast Food,Salads,Soups,Pasta,Restaurants",41.946468,-87.70682,Little Caesars Pizza,"Avondale,Northwest Side,Irving Park,Northwest Side, Irving Park",60618
7001 N Clark St,"Pizza,Carry-out food,Restaurant,Breakfast & Brunch,Fast Food,Take Out Restaurants,Pizza Place,Internet and online advertising,Restaurants",Chicago,"Pizza,Wings,Breakfast and Brunch,Fast Food,Take Out Restaurants,Salads,Soups,Pasta,Burgers / Hot Dogs",42.00915,-87.6739,Little Caesars Pizza,"North Side, Rogers Park",60626
6928 S Pulaski Rd,"Pizza,Carry-out food,Restaurant,Take Out Restaurants,Fast Food,Pizza Place,Carry Out,Internet and online advertising,Restaurants",Chicago,"Pizza,Take Out,Wings,Take Out Restaurants,Fast Food,Salads,Soups,Pasta,Restaurants",41.767,-87.7223,Little Caesars Pizza,"Southwest Side,West Lawn",60629
1406 W 47th St,"Pizza,Carry-out food,Restaurant,Fast Food,Take Out Restaurants,Pizza Place Back of the Yards,Pizza Place,Internet and online advertising,Restaurants",Chicago,"Fast Food,Pizza,Take Out Restaurants",41.809044,-87.660697,Little Caesars Pizza,"Back of the Yards, Southwest Side",60609
3225 W 47th Pl,"Pizza,Carry-out food,Restaurant,Pizza Place Brighton Park,Take Out Restaurants,Fast Food,Pizza Place,Internet and online advertising,Restaurants",Chicago,"Pizza,Take Out,Wings,Take Out Restaurants,Fast Food,Salads,Soups,Pasta,Restaurants",41.80674,-87.70529,Little Caesars Pizza,"Southwest Side,Brighton Park,Brighton Park, Southwest Side",60632
7902 S Exchange Ave,"Pizza,Carry-out food,Restaurant,Pizza Place South Chicago,Take Out Restaurants,Fast Food,Pizza Place,Internet and online advertising,Restaurants",Chicago,"Pizza,Restaurants,Take Out Restaurants,Take Out,Fast Food",41.75165,-87.55296,Little Caesars Pizza,"Far South Chicago,South Chicago",60617
5608 W Irving Park Rd,"Pizza,Carry-out food,Restaurant,Take Out Restaurants,Fast Food,Pizza Place,Internet and online advertising,Restaurants",Chicago,"Pizza,Take Out Restaurants,Restaurants,Take Out,Fast Food",41.95328,-87.76748,Little Caesars Pizza,"Northwest Side,Portage Park",60634
2833 N Narragansett Ave,"Pizza,Restaurant,Carry-out food,Take Out Restaurants,Fast Food,Internet and online advertising,Restaurants",Chicago,"Pizza,Take Out Restaurants,Restaurants,Take Out,Fast Food",41.93198,-87.78536,Little Caesars Pizza,"Northwest Side,Montclare,Belmont Central",60634
2601 W Cermak Rd,"Pizza,Carry-out food,Restaurant,Take Out Restaurants,Fast Food,Pizza Place,Internet and online advertising,Restaurants",Chicago,"Pizza,Take Out Restaurants,Restaurants,Take Out,Fast Food",41.8517,-87.69081,Little Caesars Pizza,"West Side,Little Village",60608
5640 W Roosevelt Rd,"Pizza,Carry-out food,Restaurant,Take Out Restaurants,Fast Food,Pizza Place,Internet and online advertising,Restaurants",Chicago,"Pizza,Restaurants,Take Out Restaurants,Take Out,Fast Food",41.86563,-87.76626,Little Caesars Pizza,"Lawndale,West Side,The Island",60644
1600 W Marquette Road,"Fast Food Restaurants,Restaurants",Chicago,"Fast Food Restaurants,Fast Food,Restaurants",41.7722,-87.66402,Long John Silver's,"South Side,West Englewood",60636
6034 W North Ave,"Restaurant,Take Out,Carry-out food,Chain Restaurant,Seafood Restaurants,Seafood restaurants,Crabs and crab houses,Seafood,Fast Food Restaurants,Restaurants",Chicago,"Seafood,Restaurants,Fast Food Restaurants,Fast Food,Chain Restaurant",41.90955,-87.77661,Long John Silver's,"Galewood,Northwest Side",60639
3551 W 26th Street,"Take Out Restaurants,Dessert Restaurants,Fast Food Restaurants,Restaurant Delivery Service,Restaurants",Chicago,"Take Out Restaurants,Dessert Restaurants,Fast Food Restaurants,Restaurant Delivery Service,Restaurants,Delivery,Take Out,Fast Food,Dessert",41.84413,-87.71436,Los Mangos Neveria Y Fruteria,"West Side,Little Village",60623
3400 W 31st Street,"Mexican Restaurants,Take Out Restaurants,Latin American Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Take Out,Mexican Restaurants,Mexican,Latin American,Take Out Restaurants,Latin American Restaurants,Fast Food Restaurants,Fast Food,Restaurants",41.83725,-87.70998,Los Olivos,"West Side,Little Village",60623
5700 S Cicero Avenue,"Pizza,Fast Food Restaurants,Italian Restaurants,Restaurants",Chicago,"Pizza,Fast Food Restaurants,Italian Restaurants,Restaurants,Fast Food,Italian,European,Continental",41.78707,-87.74156,Luigi Stefani Pizzeria,"Midway Airport,Southwest Side",60638
215 W Jackson Boulevard,"Italian Restaurants,American Restaurants,Breakfast Brunch and Lunch Restaurants,,Caterers,Fast Food Restaurants,Pizza,Restaurants,Steak Houses",Chicago,"Italian,Caterers,Breakfast,American,Burgers,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Fast Food,Desserts,Brunch and Lunch,European,Restaurants,Italian Restaurants,Pizza,American Restaurants,Steak Houses,Continental,Pasta,Chicken,Steakhouse,Sandwiches",41.87804,-87.63432,Luke's Italian Beef,"Central Chicago,The Loop",60606
2660 E 79th St Ste A,"Steak Houses,Fast Food Restaurants,Restaurants",Chicago,"Steak Houses,Fast Food Restaurants,Restaurants,Fast Food,Steakhouse",41.7519,-87.55877,M and Y Little Babas Fast Food,"Far South Chicago,South Shore",60649
5458 S Halsted St,"Greek Restaurants,Mediterranean Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Chicago,"Greek Restaurants,Greek",41.7945,-87.6453,Maggie Gyros,"Southwest Side, Back of the Yards",60609
2353 W 111th Street,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Restaurants",41.69144,-87.68086,Manzo's Burger,"Morgan Park,Far South Chicago",60643
20 E Adams Street,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Take Out Restaurants,Burgers,American,Take Out,Hot Dogs,Fast Food",41.87972,-87.62688,Max's Take Out,"The Loop,Central Chicago",60603
8637 S Ashland Avenue,"Take Out Restaurants,American Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Take Out Restaurants,American Restaurants,Fast Food Restaurants,Restaurants,American,Take Out,Fast Food",41.73649,-87.66269,Maxwell's Charcoal Grill,"South Side,Gresham",60620
186 W Adams St,"Family Style,Restaurant,Burgers,Fast Food,Chicago Restaurants,Restaurants",Chicago,"Family Style,Hamburgers , New American , Traditional American , Fast Food,Quick Bites,Burgers,Fast Food",41.87939,-87.63332,McDonald's,Chicago,60603
3540 N Harlem Ave,"Ice Cream Parlors,Breakfast,Burgers,Fast Food,Fast Food Restaurants,Take Out Restaurants,Restaurants,Frozen Yogurt Shops,Family Style,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Chicago,"Fast Food,Burgers,Family Style,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants,Yogurt,American,Sandwiches,Hot Dogs,Ice Cream,Healthy,Diner,Cafe,Omelets",41.9444,-87.8073,McDonald's,"Northwest Side,Belmont Heights",60634
1443 E 87th St,"Ice Cream Parlors,Carry-out food,chain,Breakfast,Hot dog restaurants,food restaurant,Burgers,Hamburger restaurants,Fast Food,retail,Restaurants,Family Style,Restaurant,fast,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers,Sandwich Shops",Chicago,"Fast Food,Burgers,Family Style,Traditional American , New American , Fast Food , Hamburgers",41.7366,-87.5888,McDonald's,"Avalon Park, Far Southeast Side",60619
4550 N Cumberland Ave,"Carry-out food,Hot dog restaurants,Hamburger restaurants,Fast Food,Fast Food Restaurants,Take Out Restaurants,Internet and online services,Restaurants,Restaurant,Burger Joint,Fast Food Restaurant,Fast food restaurants,Hamburgers and Hot Dogs",Chicago,"Ice Cream,Cafe,American,Fries,Shakes,Burgers,Fast Food,Fast Food Restaurants,Take Out Restaurants,Yogurt,Restaurants,Omelets,Hot Dogs,Diner,Salads,Hamburgers and Hot Dogs,Sandwiches,Hamburgers,Healthy",41.96248,-87.83711,McDonald's,Schorsch Forest View,60656
29 E 87th Street,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants,Yogurt,Burgers,American,Sandwiches,Fast Food,Hot Dogs,Healthy,Diner,Ice Cream,Cafe,Omelets",41.73625,-87.62294,McDonald's,"West Chesterfield,South Side",60619
2754 N Narragansett Ave,"Carry-out food,Hot dog restaurants,Burgers,American restaurants,Hamburger restaurants,Fast Food,Fast Food Restaurants,Take Out Restaurants,Restaurants,Family Style,Restaurant,Fast Food Restaurant,Fast food restaurants,Hamburgers and Hot Dogs",Chicago,"Ice Cream,Cafe,American,Fries,Shakes,Burgers,Fast Food,Fast Food Restaurants,Take Out Restaurants,Yogurt,Restaurants,Family Style,Omelets,Hot Dogs,Diner,Salads,Hamburgers and Hot Dogs,Sandwiches,Hamburgers,Healthy",41.930461,-87.785746,McDonald's,"Northwest Side,Montclare",60639
9560 S Halsted St,"Carry-out food,Hot dog restaurants,Breakfast & Brunch Restaurants,Hamburger restaurants,Fast Food,Fast Food Restaurants,Take Out Restaurants,Karaoke,Cafes,Restaurants,Restaurant,Ice Cream & Frozen Yogurt Shops,Fast Food Restaurant,Hamburgers and Hot Dogs",Chicago,"Ice Cream,Cafe,American,Fries,Shakes,Burgers,Fast Food,Fast Food Restaurants,Take Out Restaurants,Yogurt,Restaurants,Omelets,Hot Dogs,Diner,Salads,Hamburgers and Hot Dogs,Sandwiches,Hamburgers,Healthy",41.719635,-87.643212,McDonald's,"Longwood Manor,South Side",60628
2317 N Cicero Avenue,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants,Yogurt,Burgers,American,Sandwiches,Fast Food,Hot Dogs,Healthy,Diner,Ice Cream,Cafe,Omelets",41.923,-87.74588,McDonald's,"Northwest Side,Hermosa",60639
3540 N Harlem Avenue,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants,Yogurt,Burgers,American,Sandwiches,Fast Food,Hot Dogs,Healthy,Diner,Ice Cream,Cafe,Omelets",41.94465,-87.80706,McDonald's,"Northwest Side,Belmont Heights",60634
2754 N Narragansett Avenue,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants,Yogurt,Burgers,American,Sandwiches,Fast Food,Hot Dogs,Healthy,Diner,Ice Cream,Cafe,Omelets",41.93017,-87.78581,McDonald's,"Northwest Side,Montclare",60639
4550 N Cumberland Avenue,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants,Yogurt,Burgers,American,Sandwiches,Fast Food,Hot Dogs,Healthy,Diner,Ice Cream,Cafe,Omelets",41.96265,-87.83715,McDonald's,Schorsch Forest View,60656
2317 N Cicero Ave,"Fast Food Restaurant Hermosa,Restaurant,Fast Food Restaurant,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants,Yogurt,Burgers,American,Sandwiches,Hot Dogs,Fast Food,Ice Cream,Healthy,Diner,Cafe,Omelets",41.922819,-87.745914,McDonalds,"Northwest Side,Hermosa",60639
6659 W Archer Avenue,"American Restaurants,Caterers,Takeout,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Restaurants",Chicago,"American Restaurants,Take Out,Caterers,American,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Fast Food,Delivery,Restaurants",41.792027,-87.788376,Mini Hut Inc,"Southwest Side,Garfield Ridge",60638
3518 N Clark St,"Mexican Restaurant,Restaurant,Bar,Mexican,Bar and Mexican Restaurant,Bar and Mexican Restaurant Wrigleyville,Fast Food,Restaurants",Chicago,"Mexican,Bar,Fast Food,Pub,Southwestern",41.946168,-87.655835,Moe's Cantina,Chicago,60657
1953 N Clybourn Ave,"Restaurant,Take Out,Burrito Place, Taco Place, and Mexican Restaurant,Mexican Restaurants,Caterers,Take Out Restaurants,Fast Food Restaurants,Southwestern Restaurants,Catering,Restaurants",Chicago,"Mexican Restaurants,Caterers,Restaurants,Take Out Restaurants,Fast Food Restaurants,Mexican,Take Out,Fast Food,Latin American",41.917,-87.6573,Moe's Southwest Grill,"DePaul,North Side,Ranch Triangle",60614
3649 W Division St,"Greek Restaurants,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Mediterranean,Take Out,Greek Restaurants,Continental,Take Out Restaurants,Fast Food Restaurants,Fast Food,European,Greek,Restaurants",41.9024,-87.7185,Mr Gyros,"Northwest Side,Humboldt Park",60651
10509 S Western Ave,"Restaurant,Caterers,Delicatessens,American,Fast Food Restaurant,Sandwich Place, Fast Food Restaurant, and Restaurant,wich Place,Sandwich Place, Fast Food Restaurant, and Restaurant Beverly,Restaurants,Sandwich Shops",Chicago,"American,Sandwich Shops",41.70256,-87.68124,Mr Submarine,"Far South Chicago, Beverly",60643
2900 W 63rd Street,"Sandwich Shops,Caterers,Delicatessens,Fast Food Restaurants,Restaurants",Chicago,"Sandwich Shops,Caterers,Delicatessens,Fast Food Restaurants,Restaurants",41.77936,-87.69601,Mr. Submarine,"South Side,Chicago Lawn",60629
309 W Washington Street,"Fast Food Restaurants,Caterers,Mediterranean Restaurants,Middle Eastern Restaurants,Restaurants",Chicago,"Fast Food Restaurants,Caterers,Mediterranean Restaurants,Middle Eastern Restaurants,Restaurants",41.88295,-87.63566,Naf Naf Grill,"Central Chicago,The Loop",60606
326 N Michigan Avenue,"Mediterranean Restaurants,Bar and Grills,Caterers,Fast Food Restaurants,Middle Eastern Restaurants,Restaurants",Chicago,"Mediterranean Restaurants,Bar and Grills,Caterers,Fast Food Restaurants,Middle Eastern Restaurants,Restaurants,Mediterranean,Fast Food,Middle Eastern",41.88758,-87.62498,Naf Naf Grill,"Central Chicago,The Loop",60601
5729 N Northwest Hwy,"Hot Dog Joint,Restaurant,Burger Joint,Fast Food Restaurant,Fast Food Restaurants,Restaurants",Chicago,"Fast Food Restaurants,Restaurants",41.985991,-87.787634,Natalies Drive In,"Northwest Side,Norwood Park,Norwood Park East,Old Norwood Park, Northwest Side, Norwood Park",60646
5238 N Nagle Ave,"Restaurant,Greek Restaurant,Greek Restaurants,Turkish restaurants,Mediterranean Restaurants,Fast Food Restaurants,Armenian restaurants,Greek restaurants,Greek,Restaurants",Chicago,"Mediterranean,Greek Restaurants,Mediterranean Restaurants,Continental,Fast Food Restaurants,Fast Food,European,Greek,Restaurants",41.9766,-87.7878,Nick's Gyros,"Union Ridge,Northwest Side,Norwood Park",60630
2011 W 63rd St,"Carry-out food,Greek Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Pizza,Burger Joint,Restaurant,Turkish restaurants,Mediterranean Restaurants,Fast Food Restaurant,Armenian restaurants,Hamburgers and Hot Dogs,Greek restaurants,Greek",Chicago,"Take Out,American,Greek Restaurants,Burgers,Take Out Restaurants,Fast Food Restaurants,Fast Food,European,Restaurants,Pizza,Mediterranean,Mediterranean Restaurants,Continental,Hot Dogs,Hamburgers and Hot Dogs,Greek",41.7792,-87.6748,Nick's Gyros,"South Side,West Englewood,South Side, West Englewood",60636
7005 S Stony Island Ave,"Greek Restaurants,Turkish restaurants,American restaurants,Fast Food Restaurants,Armenian restaurants,Greek restaurants,Restaurants",Chicago,Fast Food Restaurants,41.767742,-87.58596,Nickeys Gyros Inc,"Far South Chicago, South Shore",60649
7858 S Ashland Ave,"Pizza,Greek Restaurants,Turkish restaurants,Mediterranean Restaurants,Fast Food Restaurants,Armenian restaurants,Hamburgers and Hot Dogs,Greek restaurants,Restaurants",Chicago,"Greek Restaurants,Fast Food Restaurants,Pizza,Mediterranean Restaurants,Hamburgers and Hot Dogs,Restaurants,Burgers,Mediterranean,Greek,American,Hot Dogs,Fast Food,European,Continental",41.75049,-87.66359,Nicks Gyros,"South Side,Gresham",60620
3501 S Western Blvd,"Hot Dog Joint,Burger Joint,Restaurant,Fast Food Restaurant,Take Out Restaurants,Hot Dog Joint, Fast Food Restaurant, and Burger Joint McKinley Park,Restaurants",Chicago,Take Out Restaurants,41.83019,-87.68403,Nicky's Carry Out,"Southwest Side, Brighton Park",60609
