address,categories,city,cuisines,latitude,longitude,name,neighborhoods,postalCode
2058 E 71st Street,"Sandwich Shops,Fast Food Restaurants,Mediterranean Restaurants,Restaurants",Chicago,"Sandwich Shops,Fast Food Restaurants,Mediterranean Restaurants,Restaurants,Mediterranean,Sandwiches,Fast Food",41.76629,-87.57427,24 Hr Gyros Subs,"South Shore,Far South Chicago",60649
2714 W Montrose Ave,"Filipino Restaurants,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants,Asian Restaurants,Restaurant,Home Cooking Restaurants,Disc Jockeys,Bands & Orchestras,Asian Restaurant,Supermarkets & Super Stores,Barbecue Restaurants,Musicians",Chicago,,41.961293,-87.696666,3 R's Oriental Food,"Ravenswood, North Side, Ravenswood Manor",60618
7036 N Clark Street,"American Restaurants,Bar and Grills,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Mexican Restaurants,Restaurant Delivery Service,Restaurants,Take Out Restaurants",Chicago,"American Restaurants,Bar and Grills,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Mexican Restaurants,Restaurant Delivery Service,Restaurants,Take Out Restaurants,Mexican,Latin American,Omelets",42.0101,-87.6743,A T Pancake House Grill,"North Side,Rogers Park",60626
2804 N Western Ave,"Pizza,Restaurant,Meat-retail,Steak and chop restaurants,Fast Food Restaurant,Food Stores,Fast Food Restaurant Northwest Side,Restaurants",Chicago,"Pizza,Steakhouse,Sandwich Shop",41.932911,-87.688217,Al's Beef,Avondale,60618
2534 N Clark St,"Caterers,Fast Food Restaurants,Polynesian,Open 7 Days,Visa Accepted,Asian Restaurants,Cheap Eats,Hawaiian,Barbecue Restaurants,American Express Accepted,Hamburgers,Discover Accepted,Breakfast,Breakfast Brunch and Lunch Restaurants,,Fast Food,Family Style Restaurants,Family-Friendly Dining,Hawaiian Restaurant,Restaurants,Mastercard Accepted,Hawaiian Restaurants,Restaurant,Lunch Spot,Quiet,Local Favorite,Hamburgers and Hot Dogs,Catering,Hidden Find",Chicago,"Caterers,Breakfast,American,Burgers,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Fast Food,Family Style Restaurants,Brunch and Lunch,Polynesian,Asian,Restaurants,Hawaiian Restaurants,Asian Restaurants,Family Style,Quick Bites,Hot Dogs,Hawaiian,Barbecue Restaurants,Barbecue,Hamburgers and Hot Dogs,Hamburgers",41.9287,-87.6426,Aloha Eats,"Park West,North Side,Lincoln Park",60614
26 E Randolph Street,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"American Restaurants,Hot Dog Stands and Restaurants,American,Burgers,Hot Dogs,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants",41.88459,-87.62666,America's Dog,"Central Chicago,The Loop",60601
6355 N Pulaski Rd,"Restaurant,American,Fast Food Restaurant and American Restaurant North Park,Turkish restaurants,Fast Food Restaurant,American Restaurant,Fast Food Restaurant and American Restaurant,Armenian restaurants,Greek restaurants,Greek,Restaurants",Chicago,"American,Greek",41.9971,-87.7289,Backyard Grill,Chicago,60646
100 W Ontario Street,"American Restaurants,Italian,Caterers,Fast Food Restaurants,Restaurants,Italian Restaurants",Chicago,"American Restaurants,Italian,Caterers,Fast Food Restaurants,Restaurants,Italian Restaurants",41.89366,-87.63157,Barnelli's Pasta Bowl,"Central Chicago,Near North Side,River North",60654
229 W Jackson Blvd,"Ice Cream & Frozen Desserts,Restaurant,Fast Food,Dessert Restaurants,Restaurants",Chicago,"Fast Food,Dessert",41.877876,-87.63489,Baskin-Robbins,"Central Chicago, The Loop",60606
31 E Adams St,"Ice Cream Parlors,Ice Cream & Frozen Desserts,Restaurant,Fast Food,Dessert Restaurants,Restaurants,Frozen Yogurt Shops,Ice Cream Shop",Chicago,"Fast Food,Dessert",41.878186,-87.628934,Baskin-Robbins,"Central Chicago, The Loop",60603
4302 S Ashland Ave,"Ice Cream Parlors,Ice Cream & Frozen Desserts,Restaurant,Ice Cream Shop Back of the Yards,Ice Cream & Frozen Yogurt Shops,Fast Food,Yogurt Retail,Dessert Restaurants,Restaurants,Frozen Yogurt Shops",Chicago,"Fast Food,Dessert",41.815757,-87.665399,Baskin-Robbins,"Back of the Yards, Southwest Side",60609
3977 W Columbus Ave,"Restaurant,Ice Cream and Frozen Desserts,Ice Cream & Frozen Yogurt Shops,Ice Cream Shop Ashburn,Fast Food,Yogurt Retail,Dessert Restaurants,Restaurants,Ice Cream Shop",Chicago,"Ice Cream,Ice Cream and Frozen Desserts,Fast Food,Dessert Restaurants,Dessert",41.735914,-87.720747,Baskin-Robbins,"Ashburn,Parkview",60652
600 S Wabash Ave,"Ice Cream & Frozen Desserts,Restaurant,Ice Cream & Frozen Yogurt Shops,Fast Food,Ice Cream Shop South Loop,Dessert Restaurants,Restaurants,Ice Cream Shop",Chicago,"Fast Food,Dessert",41.87427,-87.626305,Baskin-Robbins,"Central Chicago, South Loop",60605
1825 N Clark St,"Ice Cream & Frozen Desserts,Restaurant,Ice cream parlors,Fast Food,Dessert Restaurants,Yogurt,Ice cream and frozen desserts-retail,Restaurants,Ice Cream Shop",Chicago,"Dessert , Fast Food , Frozen Yogurt , Ice Cream , Vegetarian , Specialties,Fast Food,Dessert",41.914598,-87.633825,Baskin-Robbins,"Lincoln Park, North Side,North Side, Lincoln Park",60614
222 Merchandise Mart Plz,"Ice Cream & Frozen Desserts,Restaurant,Fast Food,Dessert Restaurants,Restaurants",Chicago,"Fast Food,Dessert",41.88852,-87.63548,Baskin-Robbins,"Central Chicago, Near North Side, River North",60654
29 N Wacker Dr,"American Restaurants,Restaurant,Caterers,Vegan Restaurants,Health Food Restaurants,Fast Food,Vegetarian Restaurants,Restaurants,Healthy",Chicago,"American Restaurants,Caterers,Vegan Restaurants,American,Vegetarian,Fast food,Health Food Restaurants,Fast Food,Vegetarian Restaurants,Restaurants,Healthy,Vegan",41.88279,-87.63651,Be Leaf,"The Loop,Central Chicago,The Loop, Central Chicago",60606
5749 S Harlem Avenue,"Pizza,Caterers,American,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Caterers,Breakfast,American,Burgers,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Fast Food,Family Style Restaurants,Brunch and Lunch,Restaurants,Pizza,Family Style,Hot Dogs,Hamburgers and Hot Dogs",41.78697,-87.80119,Beefy's,"Southwest Side,Garfield Ridge",60638
5133 S Cicero Avenue,"Pizza,American Restaurants,Barbecue Restaurants,Caterers,Chicken Restaurants,Continental Restaurants,Delicatessens,Dessert Restaurants,Family Style Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Italian Restaurants,Latin American Restaurants,Mexican Restaurants,Party Planning,Restaurant Menus,Restaurants,Seafood Restaurants,Vegetarian Restaurants",Chicago,"Pizza,American Restaurants,Barbecue Restaurants,Caterers,Chicken Restaurants,Continental Restaurants,Delicatessens,Dessert Restaurants,Family Style Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Italian Restaurants,Latin American Restaurants,Mexican Restaurants,Party Planning,Restaurant Menus,Restaurants,Seafood Restaurants,Vegetarian Restaurants,Deli,Burgers,Chicken,Barbecue,American,Mexican,Latin American,Healthy,European,Vegetarian,Continental,Family Style,Hot Dogs,Fast Food,Italian,Dessert,Seafood",41.79974,-87.74275,Beggars Pizza,"Southwest Side,Archer Heights",60632
860 N Orleans St,"Fish Chips Shop,American Restaurants,Restaurant,Seafood Restaurants,Fast Food Restaurant,Fast Food Restaurants,Burger Restaurants,Hamburgers and Hot Dogs,Restaurants,Fish & Chips Restaurants",Chicago,"American Restaurants,American,Quick Bites,Burgers,Hot Dogs,Fast Food Restaurants,Fast Food,Diner,Hamburgers and Hot Dogs",41.898443,-87.637418,BIG & little's Restaurant,"Central Chicago,Near North Side",60610
7859 S State Street,"Greek Restaurants,American Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Mediterranean Restaurants,Restaurants",Chicago,"Greek Restaurants,American Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Mediterranean Restaurants,Restaurants,Burgers,Mediterranean,Greek,American,Hot Dogs,Fast Food,European,Continental",41.75122,-87.62447,Big Mike's Gyros,"South Side,Chatham",60619
7855 S Cottage Grove Avenue,"Greek Restaurants,Fast Food Restaurants,Mediterranean Restaurants,Restaurants",Chicago,"Greek Restaurants,Fast Food Restaurants,Mediterranean Restaurants,Restaurants,Mediterranean,Greek,Fast Food,European,Continental",41.75149,-87.60482,Billy's Gyros,"Far South Chicago,Grand Crossing",60619
6724 S Pulaski Road,"Mexican Restaurants,American Restaurants,Caterers,Fast Food Restaurants,Latin American Restaurants,Restaurants",Chicago,"Mexican Restaurants,American Restaurants,Caterers,Fast Food Restaurants,Latin American Restaurants,Restaurants,Mexican,American,Fast Food,Latin American",41.77062,-87.72292,Birrieria De La Torre,"Southwest Side,West Lawn",60629
122 N Wells St,"Natural food restaurants,Indian Restaurant,Delicatessens,Chicago,Indian restaurants,Fast Food,Contemporary,Restaurants,Juice bars,Restaurant,Vegetarian restaurants,Indian,Health food restaurants,Indian Restaurants",Chicago,"Fast Food,Indian,Contemporary,Vegetarian Friendly,Vegan Options,Indian, Sandwiches",41.884088,-87.633834,Bombay Wraps,loop,60606
330 E Ohio Street,"Indian Restaurants,Caterers,Fast Food Restaurants,Restaurants",Chicago,"Caterers,Indian,Fast Food Restaurants,Indian Restaurants,Restaurants",41.8929,-87.61893,Bombay Wraps,"Near North Side,Central Chicago,Streeterville",60611
122 N Wells Street,"Indian Restaurants,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Fine Dining Restaurants,Health Food Restaurants,Restaurants,Vegan Restaurants,Vegetarian Restaurants",Chicago,"Indian Restaurants,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Fine Dining Restaurants,Health Food Restaurants,Restaurants,Vegan Restaurants,Vegetarian Restaurants,Fine Dining,Indian,Fast Food,Breakfast,Brunch and Lunch,Healthy,Vegetarian,Vegan",41.88387,-87.63397,Bombay Wraps,"Central Chicago,The Loop",60606
5777 N Milwaukee Ave,"Restaurant,Caterers,Greek Restaurant,Greek Restaurants,Turkish restaurants,Mediterranean Restaurants,Fast Food,Fast Food Restaurants,Armenian restaurants,Greek restaurants,Greek,Restaurants",Chicago,"Mediterranean,Caterers,Greek Restaurants,Mediterranean Restaurants,Continental,Fast Food,Fast Food Restaurants,European,Greek,Restaurants",41.9865,-87.7776,Brandy's Gyros,"Gladstone Park,Northwest Side,Jefferson Park,Gladstone Park, Northwest Side, Jefferson Park",60646
6262 N Harlem Ave,"Caterers,Greek Restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers & Hot Dogs,Italian restaurants,Barbecue,Greek restaurants,Chicken restaurants,Carry-out food,Hot dog restaurants,Seafood restaurants,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,Take Out Restaurants,Restaurants,Barbecued poultry,Turkish restaurants,Mediterranean Restaurants,Armenian restaurants,Spare rib restaurants,Catering,Mediterranean restaurants",Chicago,"American Cuisine,Mediterranean Cuisine,Bar  Grille Cuisine,Greek Restaurants,Heart Healthy Cuisine,Greek Cuisine,Seafood Cuisine,Steaks and Chops Cuisine,Mexican Cuisine,Italian Cuisine,Sandwiches,Greek,Vegetarian Cuisine",41.995102,-87.80683,Brandys Gyros,"Norwood Park West, Northwest Side, Norwood Park",60631
4725 W Belmont Ave,"Natural food restaurants,Hot dog restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Hamburger restaurants,Mexican restaurants,Restaurants,Juice bars,Pizza,Restaurant,Vegetarian restaurants,Restaurants-breakfast and diners,Fast Food Restaurant,Italian restaurants,Health food restaurants,Mediterranean restaurants",Chicago,Bakeries,41.938772,-87.74543,Bread Basket,"Belmont Gardens, Kelvin Park, Northwest Side",60641
1711 E 87th Street,"Fast Food Restaurants,Restaurants",Chicago,"Fast Food Restaurants,Restaurants,Fast Food",41.73671,-87.58217,Brother Tim's Vegetarian Fast Food,"Calumet Heights,Far South Chicago,Stony Island Park",60617
723 W Armitage Ave,"Hot dog restaurants,Seafood restaurants,Meat-retail,Steak and chop restaurants,American restaurants,Hamburger restaurants,Burger Restaurants,Restaurants,Restaurant,Steak Restaurants,Fast Food Restaurant,Meats Retail,Barbecue,Spare rib restaurants",Chicago,Steak Houses,41.918079,-87.646903,Brothers Beef,"North Side, Lincoln Park",60614
7859 S State Street,"Chicken Restaurants,Caterers,Family Style Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Chicken Restaurants,Caterers,Family Style Restaurants,Fast Food Restaurants,Restaurants,Chicken,Family Style,Fast Food",41.75122,-87.62447,Brown's Chicken,"South Side,Chatham",60619
4739 N Damen Avenue,"Fast Food Restaurants,Restaurants",Chicago,"Fast Food Restaurants,Restaurants,Fast Food",41.96809,-87.67904,Budacki's Drive In,"North Side,Ravenswood",60625
3167 N Milwaukee Ave,"Burger Joint,Restaurant,Fast Food Restaurant,Restaurants",Chicago,Restaurants,41.93863,-87.72252,Burger King,"Logan Square, Northwest Side",60618
S Kedzie Avenue,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Fast Food",41.69271,-87.70121,Burger King,"Far South Chicago,Mount Greenwood",60655
1701 W 95th St,"Carry-out food,Burger Joint,Restaurant,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Karaoke,Fast food restaurants,Restaurants",Chicago,"American,Fast Food Restaurants",41.721118,-87.664901,Burger King,"Far South Chicago, Beverly",60643
3220 W Columbus Ave,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food,Karaoke,Fast food restaurants,Restaurants",Chicago,"American,Hot Dogs,Fast Food,Hamburgers",41.749943,-87.703185,Burger King,Ashburn,60652
2700 S Kedzie Ave,"Carry-out food,Hot dog restaurants,Burgers,American restaurants,Hamburger restaurants,Fast Food,Fast Food Restaurants,Karaoke,Restaurants,Fast Food Restaurant and Burger Joint Little Village,Family Style,Hamburgers & Hot Dogs,Restaurant,Burger Joint,Fast Food Restaurant",Chicago,"Family Style,American,Burgers,Fast Food,Fast Food Restaurants",41.842377,-87.705429,Burger King,"Little Village, West Side",60623
4060 S Pulaski Rd,"Hamburgers & Hot Dogs,Burger Joint,Restaurant,Fast Food Restaurant,Fast Food Restaurants,Fast Food Restaurant and Burger Joint,Fast Food Restaurant and Burger Joint Archer Heights,Restaurants",Chicago,Fast Food Restaurants,41.818678,-87.724274,Burger King,"Southwest Side, Archer Heights",60632
5211 S Cicero Ave,"Family Style,Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Burgers,American restaurants,Hamburger restaurants,Fast Food,Fast food restaurants,Restaurants",Chicago,"Fast Food,Burgers,Family Style,Hamburgers,Hot Dogs,Fast Food Restaurants",41.79825,-87.742444,Burger King,"Southwest Side, Archer Heights",60632
2401 W Ogden Avenue,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Fast Food",41.86428,-87.68624,Burger King,"Douglas Park,West Side,Lawndale",60608
6448 S Kedzie Avenue,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Fast Food",41.77596,-87.70337,Burger King,"Marquette Park,South Side",60629
6900 S Halsted Street,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Fast Food",41.7686,-87.64486,Burger King,"South Side,Englewood",60621
5211 S Cicero Avenue,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Fast Food",41.79843,-87.74247,Burger King,"Southwest Side,Archer Heights",60632
2000 W 47th Street,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Fast Food",41.80878,-87.67541,Burger King,"Back of the Yards,Southwest Side",60609
1701 E 95th Street,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Fast Food",41.72228,-87.58179,Burger King,"Far South Chicago,South Deering",60617
28 E 87th Street,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Fast Food",41.73665,-87.62295,Burger King,"Chatham,South Side",60619
4125 N Milwaukee Ave,"Take Out,Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food,Fast Food Restaurants,Burger Restaurants,Karaoke,Restaurants,Restaurant,Food & Entertainment,Family Restaurants",Chicago,"American,Fast Food,Fast Food Restaurants",41.955822,-87.749771,Burger King,"Northwest Side, Portage Park",60641
5600 N Menard Avenue,"Mexican Restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants",Chicago,"Mexican Restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants",41.98305,-87.77352,Burrito Beach,"Jefferson Park,Northwest Side",60646
1017 W Irving Park Road,"American Restaurants,Fast Food Restaurants,Take Out Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Take Out,Breakfast,American,Burgers,Fast Food Restaurants,Take Out Restaurants,Breakfast Brunch and Lunch Restaurants,,Fast Food,Family Style Restaurants,Brunch and Lunch,Restaurants,Family Style,American Restaurants,Hot Dogs,Hamburgers and Hot Dogs",41.95441,-87.65539,Byron's Hot Dog,"North Side,Lakeview",60613
4101 W Armitage Ave,"Ice Cream & Frozen Desserts,Restaurant,Internet Cafes,Internet cafes and hot spots,Ice cream parlors,Fast Food Restaurants,Internet and online services,Cafeterias,Restaurants",Chicago,,41.916935,-87.729138,Cafe Internet Latino,"Northwest Side, Hermosa",60639
4101 W Armitage Avenue,"Internet Cafes,Cafeterias,Fast Food Restaurants,Ice Cream and Frozen Desserts",Chicago,"Internet Cafes,Cafeterias,Fast Food Restaurants,Ice Cream and Frozen Desserts,Fast Food,Dessert,Ice Cream",41.91685,-87.72916,Cafe Internet Latino,"Northwest Side,Hermosa",60639
1524 W Fullerton Avenue,"Caterers,Mediterranean Restaurants,Fast Food Restaurants,Restaurants,Middle Eastern Restaurants",Chicago,"Caterers,Mediterranean Restaurants,Fast Food Restaurants,Restaurants,Middle Eastern Restaurants",41.92543,-87.66681,Cairo Kebab,"North Side,DePaul,West De Paul",60614
2230 S Western Avenue,"Chinese Restaurants,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Take Out,Chinese Restaurants,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Fast Food,Chinese,Delivery,Asian,Restaurants",41.85123,-87.68576,Canton Star Inc,"West Side,Little Village",60608
8550 S Cottage Grove Ave,"Fast Food Restaurant Chatham,Delicatessens,Hot dog restaurants,American,Seafood restaurants,Crabs and crab houses,Seafood,American restaurants,Hamburger restaurants,Chicken Restaurants,Restaurants,Restaurant,Barbecued poultry,Fast Food Restaurant,Restaurants-breakfast and diners,Barbecue,Spare rib restaurants,Chicken restaurants",Chicago,"Seafood Restaurants,Chicken Restaurants,Restaurants,Chicken,Seafood,American",41.738814,-87.605357,Captain Hooks Fish Chicken,"South Side,Chatham",60619
1957 E 83rd Street,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Restaurant Delivery Service,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Restaurant Delivery Service,Restaurants,Take Out Restaurants,Burgers,Delivery,American,Take Out,Hot Dogs,Fast Food",41.7441,-87.57615,Carl's Red Hots,"Far South Chicago,South Chicago",60617
3129 N Central Avenue,"Greek Restaurants,Caterers,Fast Food Restaurants,Mediterranean Restaurants,Restaurants",Chicago,"Greek Restaurants,Caterers,Fast Food Restaurants,Mediterranean Restaurants,Restaurants,Mediterranean,Greek,Fast Food,European,Continental",41.93765,-87.76611,Central Gyros Corp,"Northwest Side,Cragin",60634
2323 W Madison Street,"Asian Restaurants,Caterers,Chinese Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Asian Restaurants,Caterers,Chinese Restaurants,Fast Food Restaurants,Fast Food,Chinese,Asian,Restaurants",41.88081,-87.68512,Chan's King Wok,"West Side,Near West Side",60612
6301 S Kedzie Ave,"Hamburgers & Hot Dogs,American Restaurants,Fast Food Restaurants,Family Style Restaurants,Chicago Restaurants,Restaurants",Chicago,"Hamburgers,Restaurants",41.779,-87.7031,Checkers,"Chicago Lawn, Southwest Side, Chicago Lawn Marquette Park,South Side, Marquette Park",60629
5451 S Wentworth Avenue,"Restaurant,American Restaurants,Fast Food Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Fast Food Restaurants,American Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants,Burgers,Chicken,American,Sandwiches,Hot Dogs,Fast Food",41.79483,-87.6304,Checkers,"South Side,Washington Park",60609
6401 W Archer Ave,"American Restaurants,Restaurant,Fast Food Restaurant,Fast Food Restaurants,Burger Restaurants,Chicken Restaurants,Restaurants",Chicago,Restaurants,41.792247,-87.782182,Checkers,"Garfield Ridge, Southwest Side",60638
4320 W North Ave,"Burger Joint,American Restaurants,Fast Food Restaurant,Fast Food Restaurants,Burger Restaurants,Family Style Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"American Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Family Style Restaurants,Burgers,Chicken,American,Sandwiches,Hot Dogs,Fast Food",41.910025,-87.734593,Checkers,"Northwest Side,Hermosa,Northwest Side, Hermosa",60639
816 W Fullerton Avenue,"Fast Food Restaurants,Continental Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Fast Food Restaurants,Continental Restaurants,Hamburgers and Hot Dogs,Restaurants,Burgers,American,Hot Dogs,Fast Food,European,Continental",41.92554,-87.64928,Chicago's Dog House,"DePaul,Wrightwood,North Side",60614
7536 N Milwaukee Ave,"Caterers,American,Fried Chicken Joint,American restaurants,Take out restaurants,Restaurants,wholesale locks & locksmiths,Restaurant,Fried Chicken Joint, Fast Food Restaurant, and Food,Barbecued poultry,Fast Food Restaurant,Barbecue,Spare rib restaurants,Chicken restaurants,Food",Chicago,"American Restaurants,Take Out,Caterers,American,Take Out Restaurants,Chicken,Chicken Restaurants,Restaurants",42.017996,-87.807159,Chicken Inn,"Northwest Side,Edison Park,Northwest Side, Edison Park,far-nw-chicago",60631
177 W van Buren St,"Restaurant,Middle Eastern Restaurant,American,Chicago,Fast Food,Restaurants",Chicago,"American,Traditional American,Fast Food,Chicken",41.8767,-87.6333,Chicken Planet,south-loop-near-south,60605
5151 S Pulaski Rd,"Asian Restaurants,Chinese Restaurant,Restaurant,Caterers,Chinese Restaurants,Fast Food,Chinese,Family Style Restaurants,Restaurants,Chinese restaurants",Chicago,"Asian Restaurants,Family Style,Caterers,Chinese Restaurants,Chinese,Fast Food,Family Style Restaurants,Asian,Restaurants",41.79929,-87.722945,China Ho Restaurant,"Southwest Side,West Elsdon,Chicago",60632
5833 S Kedzie Ave,"Asian Restaurants,Caterers,Restaurant delivery service,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Restaurants,Chinese restaurants",Chicago,"Asian Restaurants,Take Out,Caterers,Chinese Restaurants,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Fast Food,Chinese,Delivery,Asian,Restaurants",41.7871,-87.7033,Chinese Number One Kitchen,"Southwest Side,Gage Park",60629
5833 S Kedzie Avenue,"Chinese Restaurants,Asian Restaurants,Caterers,Fast Food Restaurants,Restaurant Delivery Service,Restaurants,Take Out Restaurants",Chicago,"Chinese Restaurants,Asian Restaurants,Caterers,Fast Food Restaurants,Restaurant Delivery Service,Restaurants,Take Out Restaurants,Delivery,Asian,Take Out,Fast Food,Chinese",41.78721,-87.70329,Chinese Number One Kitchen,"Southwest Side,Gage Park",60629
6600 N Sheridan Rd,"Take Out,Mexican,Mexican Restaurant, Burrito Place, and Taco Place Rogers Park,Mexican Restaurants,Taco Place,Fast Food,Take Out Restaurants,Fast Food Restaurants,Restaurants,Mexican Restaurant,Restaurant,Mexican Restaurant, Burrito Place, and Taco Place,Burrito Place",Chicago,"Mexican,Fast Food,Take Out Restaurants",42.002701,-87.661012,Chipotle Mexican Grill,"North Side, Rogers Park",60626
10 E Jackson Boulevard,"Fast Food Restaurants,Mexican Restaurants,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,Mexican Restaurants,Restaurants,Take Out Restaurants,Mexican,Latin American",41.87829,-87.62736,Chipotle Mexican Grill,"Central Chicago,The Loop",60604
1659 N Ashland Avenue,"American Restaurants,Caterers,Hot Dog Stands and Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops",Chicago,"Caterers,Breakfast,American,Burgers,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Fast Food,Brunch and Lunch,Restaurants,American Restaurants,Hot Dog Stands and Restaurants,Hot Dogs,Hamburgers and Hot Dogs,Sandwiches,Sandwich Shops",41.91219,-87.66747,Choppers,"Northwest Side,Bucktown",60622
431 N Austin Blvd,"Restaurant,Chain Restaurant,Fried Chicken Joint,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Restaurants",Chicago,"Chain Restaurant,American,Take Out Restaurants",41.888266,-87.774849,Church's Chicken,"South Austin, Northwest Side, Austin",60644
2626 E 79TH St,"Fried Chicken Joint,Fried Chicken Joint South Chicago,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Catering,Restaurants",Chicago,"Traditional American,Fast Food,Fast Food Restaurants,Chicken,Southern",41.7518,-87.5604,Church's Chicken,"Far South Chicago, South Shore",60649
6849 S Western Ave,"Restaurant,Fried Chicken Joint,American Restaurant and Fried Chicken Joint West Englewood,American Restaurant,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Chicken Take Out",Chicago,"Chicken,Chicken Restaurants",41.7847,-87.6839,Church's Chicken,"South Side, West Englewood",60636
4812 W North Ave,"Fried Chicken Joint,Fast Food Restaurant,Fast Food Restaurants,Chicken Restaurants,Catering,Restaurants,Chicken Take Out,Fried Chicken Joint and Fast Food Restaurant Austin",Chicago,"Traditional American,Fast Food,Take Out Restaurants,Chicken,Southern",41.9098,-87.7465,Church's Chicken,"North Austin, Northwest Side, Austin",60639
2 S Pulaski Rd,"Food East Garfield Park,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Fried Chicken Joint and Fast Food Restaurant West Garfield Park,Catering,Fried Chicken Joint and Fast Food Restaurant,Restaurants,Chicken Take Out,Food",Chicago,"Traditional American,Fast Food,Fast Food Restaurants,Chicken,Southern",41.8807,-87.7257,Church's Chicken,"West Side, East Garfield Park",60624
1151 S Independence Blvd,"Fried Chicken Joint,Fast Food Restaurants,Chicken Restaurants,Catering,Restaurants,Chicken Take Out",Chicago,"Traditional American,Fast Food,Chicken,Southern,Chicken Restaurants",41.8666,-87.7195,Church's Chicken,"West Side, Lawndale",60624
